safegraph_place_id,location_name,street_address,city,region,postal_code,naics_code,safegraph_brand_ids,date_range_start,date_range_end,poi_cbg,latitude,longitude,visitor_home_cbgs,x181050002011_visits,x181050002012_visits,x181050002013_visits,x181050002021_visits,x181050002022_visits,x181050003014_visits,x181050003021_visits,x181050007003_visits,x181050012002_visits,x181050012005_visits,x181050013014_visits,x181050014012_visits,x181050016001_visits,x181050016002_visits,x181050016003_visits
sg:0eae8eae3ac24b87a3f99b8963009529,Red,1402 N Walnut St,Bloomington,IN,47404,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050016001,39.179249,-86.533132,"{""170315805023"":5,""181050011012"":5,""181050016002"":4,""181050011014"":4,""181050012005"":4,""181050011033"":4,""181050016001"":4}",,,,,,,,,,4,,,4,4,
sg:e3e957628b134f35be712009d8182d11,Sturgis Garage & Wrecker Service,4480 W Vernal Pike,Bloomington,IN,47404,811111,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013014,39.179581,-86.592657,"{""181050013043"":4,""181050013014"":4,""181050005012"":4,""181050014012"":4,""181050005023"":4}",,,,,,,,,,,4,4,,,
sg:32153a064fb7451ebec322388a0e54c8,Advanced Auto Care,1077 N Air Dr,Bloomington,IN,47404,811111,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013013,39.176407,-86.569565,"{""181050013014"":4}",,,,,,,,,,,4,,,,
sg:ac8eeb04e7a3436ab6babe13da5007e9,CVS,3910 W 3rd St,Bloomington,IN,47404,446110,SG_BRAND_72f1a850d966375fa159121c7c8b09a1,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013013,39.165016,-86.582536,"{""181050005012"":20,""181050005013"":11,""181199559003"":10,""181050005023"":8,""181050005011"":7,""181050004013"":7,""181050013011"":6,""181050013032"":5,""180559547021"":5,""181050012005"":5,""180939505002"":5,""181050012001"":4,""181050014025"":4,""181050015011"":4,""180973579001"":4,""181050013033"":4,""181050014011"":4,""181199558002"":4,""180559547011"":4,""180939505001"":4,""180559554002"":4,""181050005022"":4,""181095107023"":4,""180559547022"":4,""181050004022"":4,""181050012003"":4,""181050011021"":4,""181050006022"":4,""180559547014"":4,""180050110003"":4,""180594103004"":4,""181050013051"":4,""181050014012"":4,""180559547013"":4,""180030103054"":4,""181050005021"":4,""181050008004"":4,""180939512004"":4,""180559547012"":4,""181199558001"":4,""180939506001"":4,""181050013043"":4,""181050013041"":4,""180559554004"":4,""181050013012"":4,""180799602001"":4,""181050013014"":4,""181050004021"":4,""181050011014"":4,""180973803003"":4,""180139748004"":4,""181050015013"":4,""181095107013"":4,""181050012006"":4}",,,,,,,,,,5,4,4,,,
sg:f964a4f06847432f8a98eefae4dd4e92,CVS,3705 Kentucky Ave,Indianapolis,IN,46221,446110,SG_BRAND_72f1a850d966375fa159121c7c8b09a1,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180973702014,39.711934,-86.241615,"{""180973423002"":34,""180973702014"":26,""180973702023"":25,""180973702024"":24,""180973703022"":22,""180973703021"":21,""180973908001"":14,""180973908002"":14,""180973702013"":11,""180973702011"":10,""180973423003"":10,""180973424001"":7,""180973703012"":7,""180973703023"":7,""180632106081"":6,""180973423001"":6,""180973703011"":5,""180973702022"":5,""180973702021"":5,""181095102024"":4,""180973103062"":4,""180973606023"":4,""180973801003"":4,""180973810023"":4,""180319692002"":4,""180973420002"":4,""180973409023"":4,""180594108001"":4,""180950114003"":4,""180973302091"":4,""180973901011"":4,""181050013014"":4,""181095102011"":4,""180973401131"":4,""180973425002"":4,""180973614002"":4,""180973421011"":4,""180973426004"":4,""180973901022"":4,""180210406004"":4,""180816107011"":4,""181095101003"":4,""180973579001"":4,""180632106063"":4,""180973801001"":4,""180973616002"":4}",,,,,,,,,,,4,,,,
sg:501b1a6bc6cb4cd3bbd693ad6f34d336,Wendy's,280 W State Highway 46,Spencer,IN,47460,722513,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181199558002,39.287246,-86.773379,"{""181199557004"":17,""181199557001"":17,""181199558001"":15,""181199559001"":14,""181199558003"":13,""181199556003"":10,""181199558002"":9,""180571105092"":9,""181050013011"":9,""181199559002"":8,""181199555001"":8,""180559548001"":7,""181199555002"":7,""181199558004"":6,""180559548003"":6,""181199556002"":6,""400819615003"":6,""181199559003"":5,""170059513001"":4,""181050013041"":4,""181050013043"":4,""180210406001"":4,""181670106003"":4,""180559548002"":4,""181530501001"":4,""181199556001"":4,""181199557002"":4,""180559553005"":4,""170359726001"":4,""181730304003"":4,""181050012002"":4,""181050006012"":4,""180118106033"":4,""181050013014"":4,""181199557003"":4,""180632105013"":4,""180210406003"":4,""181050013033"":4,""181050013012"":4,""180559553004"":4,""180210403003"":4,""180210406004"":4,""180559550003"":4,""181339565003"":4,""180210405004"":4,""180839558002"":4,""180559554003"":4,""180210403001"":4,""180050111002"":4,""180973572004"":4}",,,,,,,,,4,,4,,,,
sg:5b0dd1ee096541759e9d00141586b4db,Domino's Pizza,527 N Walnut St,Bloomington,IN,47404,722513,SG_BRAND_da46ad6f82825669a56b44d32564dff8,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050001002,39.171119,-86.533938,"{""181050007002"":5,""181050015011"":4,""181050011011"":4,""181050016001"":4,""180939505002"":4}",,,,,,,,,,,,,4,,
sg:a3e253ffdf314a7aa150e7835505868c,McDonald's,4499 W State Road 46,Bloomington,IN,47404,722513,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013051,39.214054,-86.592086,"{""181050013011"":33,""181050013032"":25,""181050013051"":16,""181050013031"":16,""181050013043"":16,""181050013033"":13,""181050013012"":10,""181050013041"":9,""181050013014"":7,""181050015013"":5,""181199556003"":5,""181199557001"":5,""181050011021"":5,""181050004021"":5,""181630107003"":5,""181050013042"":5,""181199559002"":5,""181670015002"":4,""180559548002"":4,""181050001003"":4,""180610604002"":4,""181050005011"":4,""181670009001"":4,""181179514002"":4,""180571110072"":4,""180939504003"":4,""181050009034"":4,""180559547014"":4,""180559552002"":4,""180239504001"":4,""181079571001"":4,""180939505002"":4,""181050005013"":4,""181339565003"":4,""180050104001"":4,""181050011022"":4,""181050011033"":4,""180559547022"":4,""181050005021"":4,""181050007003"":4,""181050008004"":4,""181199559001"":4,""181199557002"":4,""181199556001"":4,""180939509002"":4,""181050004013"":4,""180559547011"":4,""181050004022"":4,""180559551003"":4,""181199558001"":4,""181199558003"":4,""470370183013"":4}",,,,,,,,4,,,7,,,,
sg:386f5cef660e49948db39d4384ab0489,Krispy Krunchy Chicken,1705 N Kinser Pike,Bloomington,IN,47404,722513,SG_BRAND_c2f2dcd3e397d5a16d749a0e84941a42,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050006021,39.185453,-86.538299,"{""181050006021"":8,""181095110002"":6,""181050007003"":4,""181050001003"":4,""181050008004"":4,""181050006012"":4,""181050013032"":4,""181050016001"":4,""180973309001"":4}",,,,,,,,4,,,,,4,,
sg:3e3ee4220ca346b58e5be09c0e11973e,Which Wich,422 E Kirkwood Ave,Bloomington,IN,47408,722513,SG_BRAND_9e8584c0f567e0b15460e01935fe79bd,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050001002,39.166372,-86.52884,"{""181050001002"":8,""181050005023"":4,""181050011014"":4,""181050016001"":4}",,,,,,,,,,,,,4,,
sg:5a95595b289c41708d71f21d315bf0e5,Subway,4001 Old Stat Rd Rte 37 Clear Creek Crossing Shppn,Bloomington,IN,47401,722513,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011031,39.12121,-86.529534,"{""181050015011"":8,""181050015021"":8,""181050011031"":7,""181050015013"":7,""181050011021"":6,""181050010022"":4,""180973103063"":4,""181050010024"":4,""181050013031"":4,""181050014025"":4,""181050012002"":4,""181050006012"":4,""181050013043"":4,""180559547014"":4,""180939506001"":4,""181050005011"":4,""181050011022"":4}",,,,,,,,,4,,,,,,
sg:fdafb80c05bf4941a738acbf14847235,Hinkle's Hamburgers,206 S Adams St,Bloomington,IN,47404,722513,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050006011,39.165526,-86.550647,"{""180939505003"":5,""181050013014"":5,""181050010024"":5,""181050015011"":4,""180939506001"":4,""181050014011"":4,""181050013011"":4,""181050013031"":4,""180559548001"":4,""181050015013"":4,""180139748004"":4,""181050011022"":4,""181050010023"":4,""181050013032"":4,""181050014023"":4,""181050011012"":4,""181050015012"":4,""180559554003"":4}",,,,,,,,,,,5,,,,
sg:97234798f20a4f0b81339336a20c7538,Wendy's,608 S College Mall Rd,Bloomington,IN,47401,722513,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009012,39.160484,-86.498086,"{""181050009043"":7,""181050015011"":6,""181050010011"":6,""181199555002"":4,""181050001003"":4,""181410102001"":4,""181050012001"":4,""180973803003"":4,""180030108092"":4,""181050016001"":4,""181050005011"":4,""181050004011"":4,""181050015021"":4,""181050010013"":4,""390490043004"":4,""181050015012"":4,""181050009033"":4,""181050007001"":4,""180939505002"":4,""180559547013"":4,""181730307033"":4,""181050009041"":4,""181050010022"":4,""181050011032"":4,""181050015013"":4,""181050004021"":4,""510594803001"":4,""181050008004"":4}",,,,,,,,,,,,,4,,
sg:748684695cc84b12af363d28cda7ae88,Subway,3313 West State Rte. 45 Wal Mart #1991,Bloomington,IN,47403,722513,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050005012,39.144557,-86.577993,"{""181050002013"":4,""181050012001"":4,""181050013032"":4,""181050005011"":4,""181199559003"":4,""181050005023"":4,""181050004013"":4,""181050006021"":4,""181050005022"":4,""181050015012"":4,""180559553002"":4,""181050012004"":4,""180559547022"":4,""180390008025"":4,""180559551003"":4,""181095107012"":4,""181050015021"":4,""181050015013"":4,""180571105111"":4,""181050001003"":4,""181050013031"":4,""181050004022"":4}",,,4,,,,,,,,,,,,
sg:1578468cffe149b6ad3e2f9fe318c419,KFC,895 N Green St,Brownsburg,IN,46112,722513,SG_BRAND_75e52dcc790fbad91ae83227c0fb6e2f,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180632102011,39.855237,-86.392268,"{""180632101022"":65,""180632101041"":49,""180632101024"":37,""180632102011"":30,""180632101023"":29,""180632101021"":25,""180632101032"":25,""180632103003"":21,""180632102012"":19,""180632101042"":16,""180632103002"":13,""180632102024"":13,""180632102022"":11,""180632103001"":10,""180632102021"":9,""180632101031"":8,""180632104002"":7,""180118107001"":7,""180973103123"":6,""180632104003"":6,""180118103002"":6,""180632106041"":6,""180118107003"":5,""180632104004"":5,""180632102023"":5,""181079575003"":5,""181050014012"":4,""130890233152"":4,""181559659001"":4,""181079568001"":4,""180239501004"":4,""180973903003"":4,""180632105023"":4,""181079574002"":4,""180118107002"":4,""180973101082"":4,""180950019002"":4,""180839557003"":4,""181339564001"":4,""180632104001"":4,""180118106013"":4,""180571109031"":4,""171150029042"":4,""180571108042"":4,""180973401012"":4,""181339560002"":4,""180118102003"":4,""180973581001"":4,""180973203013"":4,""181079574001"":4,""180973908001"":4,""551110001003"":4,""180632105012"":4,""180632105021"":4,""171130011061"":4,""180816106061"":4,""210890406002"":4,""180571110081"":4,""180973901011"":4,""180571110071"":4}",,,,,,,,,,,,4,,,
sg:f606c2a721cf462aa97b6fe3d7457cab,KFC,2901 E 3rd St,Bloomington,IN,47401,722513,SG_BRAND_75e52dcc790fbad91ae83227c0fb6e2f,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009031,39.164563,-86.494581,"{""181050009042"":5,""180559547013"":5,""181050010011"":5,""181050003014"":4,""180839557003"":4,""181050008004"":4,""180559554002"":4,""471490407011"":4,""181050010013"":4,""181050007001"":4,""181050002013"":4,""181050004021"":4,""181050009032"":4,""181050003012"":4,""181050005013"":4,""181095108003"":4,""181050001002"":4,""181050014022"":4,""181050016001"":4,""181050014025"":4,""181050009034"":4,""181050011032"":4,""181199555002"":4,""181019503001"":4,""181050009031"":4,""181050014011"":4,""181050010022"":4,""181050009011"":4,""181050011014"":4,""180559551003"":4,""181050015011"":4,""181050013011"":4,""180594104002"":4,""180050113001"":4,""180973524001"":4,""180559547022"":4,""181050009043"":4,""181050003011"":4,""181050010012"":4,""180139749003"":4,""181050014023"":4,""181050012001"":4,""181050011011"":4}",,,4,,,4,,,,,,,4,,
sg:53b4566231d049bc9c9b62b5068674b2,Wendy's,1410 S Ohio St,Martinsville,IN,46151,722513,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181095107012,39.413565,-86.42369,"{""181095107021"":48,""181095107012"":37,""181095107023"":34,""181095110001"":27,""181095107013"":27,""181095106004"":26,""181095109001"":26,""181095108002"":25,""181095106003"":25,""181095109002"":25,""181095108003"":21,""181095110002"":21,""181095110004"":20,""181095110003"":19,""181095107024"":18,""181095105003"":17,""181095107022"":17,""181095108001"":16,""181095105001"":14,""181095110005"":13,""181095109003"":13,""181095106002"":13,""181095106005"":12,""181095107011"":10,""181339566004"":8,""181095105002"":7,""180632105021"":6,""181050011031"":5,""181095101003"":5,""181095106001"":5,""180973901011"":4,""181095104012"":4,""180139747003"":4,""180139746002"":4,""180571108081"":4,""391159688001"":4,""181095102024"":4,""180973812051"":4,""180973703011"":4,""180816107011"":4,""181290404004"":4,""181050014021"":4,""181199555001"":4,""181095103001"":4,""180816107012"":4,""180816107021"":4,""180973301071"":4,""180973570004"":4,""181050014011"":4,""181095104022"":4,""180139748001"":4,""181095104013"":4,""181199555002"":4,""210419502005"":4,""390250401021"":4,""180973409023"":4,""391279659003"":4,""471251011021"":4,""181095104023"":4,""181050014012"":4,""180816108012"":4,""180950115011"":4,""181050012006"":4,""181050013011"":4,""180816114001"":4,""180139747001"":4,""180430710051"":4}",,,,,,,,,,,,4,,,
sg:011d2ec386004f55bcb20a5078c6e099,Dairy Queen,2423 S Walnut St,Bloomington,IN,47401,722513,SG_BRAND_d6fdfe0213b3ad6f7bec024ed7719b7e,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011012,39.138301,-86.529829,"{""181050015011"":17,""181050015012"":15,""181050015021"":14,""181050011022"":14,""181050004021"":14,""181050007001"":11,""181050010024"":11,""181050010011"":10,""181050011031"":9,""181050015022"":7,""181050006012"":7,""181050005021"":7,""181050011012"":6,""181050015013"":6,""181050005011"":6,""181050004013"":6,""181050016001"":6,""181050011011"":6,""181050011032"":6,""180939506001"":5,""180939506003"":5,""181050011033"":5,""180939510003"":4,""181050001003"":4,""180939506002"":4,""181050010021"":4,""181050006021"":4,""181050007003"":4,""181050011014"":4,""180118103001"":4,""181050012005"":4,""181050001002"":4,""181050008004"":4,""180939508003"":4,""181050012002"":4,""181050005012"":4,""181050013041"":4,""181050013043"":4,""181050013033"":4,""181050003011"":4,""181050012006"":4,""181050006022"":4,""180939505003"":4,""180139748004"":4,""180559547022"":4,""181050008003"":4,""181050010023"":4,""180816107012"":4,""181050013051"":4,""181050014023"":4,""180939505001"":4,""181050013014"":4,""181050013011"":4,""181050011021"":4,""181050005023"":4,""181050016002"":4,""181050010022"":4,""181770011003"":4}",,,,,,,,4,4,4,4,,6,4,
sg:a9a1d18ceec445ee8c570e9c1eb1e23b,Pass Pets,College Mall,Bloomington,IN,47401,453910,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009042,39.153717,-86.495257,"{""181050010011"":48,""181050009043"":30,""181050014025"":29,""181050004021"":27,""181050009042"":25,""181050010022"":24,""181050010024"":23,""181050014023"":23,""181050010012"":21,""181050009034"":21,""181050010023"":19,""181050015011"":18,""181050008001"":18,""181050009031"":18,""181050016001"":18,""181050009012"":17,""181050009041"":17,""181050011014"":17,""181050008002"":15,""181050011022"":14,""181050010013"":13,""181050009033"":13,""181050013051"":12,""181050001002"":12,""181050002013"":11,""181050015013"":11,""181050014024"":11,""181050015021"":11,""180139749001"":11,""181050013043"":10,""181050001003"":10,""181050015012"":10,""181050013032"":10,""181050013011"":10,""181050011012"":10,""181050014022"":10,""181050005013"":10,""181050015022"":9,""181050009011"":9,""170938901011"":7,""181050011032"":7,""181050005012"":7,""181050007001"":7,""181050005023"":7,""181050013031"":7,""181050008004"":7,""181050009032"":7,""181050016002"":6,""180279543002"":6,""181050011013"":6,""181050013041"":6,""181050003014"":6,""181050010021"":6,""181050007002"":5,""180559547013"":5,""181050013033"":5,""180950111001"":5,""181050011033"":5,""181050013014"":5,""181050003013"":5,""181050013012"":5,""180139748003"":5,""181050006021"":5,""181050008003"":5,""181050011031"":4,""181199559003"":4,""180939510003"":4,""180816111002"":4,""180559554002"":4,""181050006012"":4,""180939511003"":4,""180939513004"":4,""180939507004"":4,""180816101004"":4,""180973903003"":4,""181199557002"":4,""180571108082"":4,""180939506004"":4,""181050016003"":4,""180632107003"":4,""181050014012"":4,""180973503002"":4,""181050007003"":4,""180939505002"":4,""181095110002"":4,""180939510001"":4,""180571105051"":4,""181050003024"":4,""180939504001"":4,""180973101062"":4,""180939507001"":4,""180139749003"":4,""181050003023"":4,""180559548002"":4,""181050004022"":4,""181199557001"":4,""180719680003"":4,""180139747003"":4,""180559548004"":4,""180816102013"":4,""180571105122"":4,""181259542002"":4,""181050014021"":4,""180559547014"":4,""180050115002"":4,""181050004011"":4,""180670101004"":4,""181050002021"":4,""180973550001"":4,""180632104005"":4,""180350021001"":4,""180279544001"":4,""180939506003"":4,""181199559001"":4,""180139748002"":4,""170898545014"":4,""181050014011"":4,""180290804002"":4,""181050003021"":4,""180139748001"":4,""170190057013"":4,""180050107001"":4,""181199558001"":4,""181050013013"":4,""180050108003"":4,""181095110004"":4,""180719682004"":4}",,,11,4,,6,4,4,,,5,4,18,6,4
sg:f9c2980163374611ab9c026d878aa981,Delilah's Pet Shop,650 N College Ave,Bloomington,IN,47404,453910,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050001002,39.173001,-86.534288,"{""181050016002"":7,""181050009043"":4,""181050001002"":4,""181050015013"":4,""181050009031"":4,""180939505001"":4,""180118106042"":4,""181050011031"":4}",,,,,,,,,,,,,,7,
sg:9bd4ef29dde84e4ba90f2e49e11fdeca,Big Red Liquors,2501 S Leonard Springs Rd,Bloomington,IN,47403,445310,SG_BRAND_3d22b49e7b76ed53,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050005012,39.141762,-86.582291,"{""181050012001"":6,""181050005011"":6,""181050005023"":6,""180559547022"":5,""181050004013"":5,""181050013031"":4,""180973551003"":4,""180559547014"":4,""181050014021"":4,""181050011012"":4,""181050013012"":4,""180559548002"":4,""180559549004"":4,""181050013043"":4,""181050012004"":4,""180559547012"":4,""181050004012"":4,""181050005022"":4,""181050010024"":4,""181199559003"":4,""180559554003"":4,""181050011033"":4,""181050011013"":4,""181050012005"":4,""181050005021"":4}",,,,,,,,,,4,,,,,
sg:cafc474fe7c64c70bc606a87de650297,Edgewood High School,601 S Edgewood Dr,Ellettsville,IN,47429,611110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013042,39.235864,-86.634167,"{""181050013032"":7,""181050013012"":5,""181199558002"":5,""181050013051"":4,""181199556003"":4,""181050013011"":4,""181050012004"":4,""181399742003"":4,""181050011012"":4,""181050006021"":4,""181050013031"":4,""181050001003"":4,""181050007003"":4}",,,,,,,,4,,,,,,,
sg:e2df8a890439461782dfc31b9405f872,Pinnacle School,1911 S Walnut St,Bloomington,IN,47401,611110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011012,39.146397,-86.531103,"{""181050011012"":6,""181050015013"":4,""181179518003"":4,""181199559003"":4,""181050009041"":4,""181050012002"":4,""181050009031"":4,""181050004021"":4,""181050014022"":4,""181050004013"":4,""181095107024"":4,""180594110002"":4,""181095110005"":4,""180559554002"":4,""180594104002"":4}",,,,,,,,,4,,,,,,
sg:1a76be20590c479db239d37236f5bc93,The Acad Of Sci & Entrepreneurship,444 S Patterson Dr,Bloomington,IN,47403,611110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050004011,39.162985,-86.551494,"{""181050013042"":4,""181050012002"":4,""180632106063"":4,""181050004011"":4,""181050004013"":4,""180559554003"":4,""180139749001"":4,""181050006011"":4}",,,,,,,,,4,,,,,,
sg:255e21dee10747bfaf51a9b55d312fd8,Dollar Tree,389 Grand Valley Blvd,Martinsville,IN,46151,452319,SG_BRAND_6b1e006c89aa3f8b054a05fa90581501,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181095107023,39.415575,-86.405629,"{""181095107013"":15,""181095109002"":13,""181095108003"":11,""181095109001"":9,""181095110001"":9,""181095106003"":7,""181095106004"":7,""181095110004"":6,""181095107024"":6,""181095110005"":6,""181095107023"":5,""181095107012"":5,""181095109003"":4,""181095104013"":4,""181050014012"":4,""181095104012"":4,""180973421012"":4,""181095105002"":4,""181095108002"":4,""180816104031"":4,""181095107022"":4,""181095110002"":4,""181095106005"":4,""181095107011"":4,""181095107021"":4,""180139746002"":4,""181095110003"":4,""180050105003"":4,""181050013043"":4,""181095105003"":4}",,,,,,,,,,,,4,,,
sg:db50832d4e6e4d459ec7b9f26ecdac10,Dollar General,1450 N State Road 45,Solsberry,IN,47459,452319,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180559547011,39.042899,-86.712413,"{""180559547014"":34,""180559547012"":29,""180559547022"":20,""180559547011"":17,""180559547013"":13,""180559547021"":11,""180559553003"":6,""180559554004"":5,""180816104032"":4,""181050012004"":4,""181050005011"":4,""180559553001"":4,""100050501052"":4,""180559554001"":4,""181095110004"":4,""180939505002"":4,""180559551003"":4,""181050013012"":4,""180939506001"":4,""181050001003"":4,""180559548004"":4,""181050013014"":4,""181050013013"":4,""180139749001"":4,""181050012001"":4,""180939509001"":4,""181050013011"":4}",,,,,,,,,,,4,,,,
sg:1895ec01769d4241ae93c9ae5a69a63d,Walmart,410 Grand Valley Blvd,Martinsville,IN,46151,452319,SG_BRAND_04a8ca7bf49e7ecb4a32451676e929f0,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181095107023,39.418197,-86.405833,"{""181095107021"":97,""181095107023"":74,""181095106004"":73,""181095107012"":70,""181095106003"":70,""181095110002"":65,""181095108003"":60,""181095110001"":57,""181095107022"":54,""181095107024"":52,""181095107013"":52,""181095109002"":50,""181095106002"":48,""181095108002"":43,""181095106005"":41,""181095110004"":40,""181095110003"":39,""181095109003"":37,""181095105003"":37,""181095108001"":37,""181095109001"":30,""181095110005"":29,""181095104012"":29,""180139747002"":25,""181095104013"":20,""181095105002"":20,""180139747003"":17,""181095107011"":17,""181199555002"":16,""181050013011"":15,""181095104022"":14,""180139746001"":14,""181095104011"":12,""181095101002"":11,""181095106001"":11,""180139747001"":10,""181095105001"":10,""181050014012"":9,""181095102024"":9,""181050014011"":8,""180816114003"":7,""180816114002"":7,""181199557001"":6,""390250401021"":6,""181050014021"":6,""180816107021"":6,""181095103001"":5,""181339565004"":5,""180950119002"":5,""181095102023"":5,""181050013043"":5,""181050001003"":5,""180973702012"":5,""181095101003"":5,""180816106063"":4,""181199559002"":4,""180939504003"":4,""470299201003"":4,""181199556001"":4,""180939505004"":4,""180816106044"":4,""040190041071"":4,""180731008003"":4,""181199558001"":4,""180973908001"":4,""180973702013"":4,""180530106001"":4,""180973309001"":4,""180510504021"":4,""181050015013"":4,""181199559001"":4,""460830101073"":4,""180973703011"":4,""180816106041"":4,""180939506002"":4,""180973580002"":4,""181095101001"":4,""180632107003"":4,""181050006021"":4,""180816101004"":4,""180816114004"":4,""181339564001"":4,""180559553004"":4,""180816107023"":4,""180816102021"":4,""180973904041"":4,""181095104023"":4,""180139746002"":4,""180939505001"":4,""181199558003"":4,""391159688001"":4,""180816105003"":4,""181050014024"":4,""390610069001"":4,""181050008004"":4,""180973702021"":4,""181050004021"":4,""180939508001"":4,""180816114005"":4,""180816106042"":4,""181050015012"":4,""180571111011"":4,""180973564002"":4,""181050012001"":4,""180973545002"":4,""180816108012"":4,""180559547022"":4,""181050015011"":4,""180632106072"":4,""180632106041"":4,""180632110003"":4,""180939506003"":4,""181050004013"":4,""180559547011"":4,""180050105003"":4,""180973401141"":4,""181457109001"":4,""181199555001"":4,""180973579004"":4,""180030117021"":4,""181199557002"":4,""180799604003"":4,""180559548003"":4,""390610204015"":4,""180939512002"":4,""180973424001"":4,""180973408002"":4,""181179513002"":4}",,,,,,,,,,,,9,,,
sg:21e773ff2cba4b4382ef0c553220b475,Walmart,823 W State Highway 46,Spencer,IN,47460,452319,SG_BRAND_04a8ca7bf49e7ecb4a32451676e929f0,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181199557001,39.29129,-86.784468,"{""181199559001"":47,""181199557002"":45,""181199557001"":41,""181199558001"":39,""181199558002"":37,""181199559002"":34,""181050013011"":31,""181199559003"":29,""181199555001"":28,""181199555002"":25,""181199556003"":24,""181199558003"":22,""181199557004"":22,""181199557003"":15,""181199556001"":15,""181050013043"":10,""180559548003"":9,""181199558004"":9,""181199556002"":8,""181050011013"":8,""181050013041"":8,""181530501001"":7,""181050005023"":6,""181050013012"":5,""181079574002"":5,""181050013042"":5,""180559553004"":4,""180139746001"":4,""181050016001"":4,""180632106072"":4,""181339562002"":4,""180210406002"":4,""171599781002"":4,""180973702014"":4,""180210405003"":4,""180210406001"":4,""181050013031"":4,""181339565003"":4,""181050013032"":4,""181050007003"":4,""180210406003"":4,""180210406004"":4,""181670107013"":4,""181095106002"":4,""180559554004"":4,""180559548001"":4,""181050013013"":4,""171830102005"":4,""211010206022"":4,""180559548002"":4,""181050004013"":4,""181050015012"":4,""181050013014"":4,""180559548004"":4,""180839551001"":4,""181630107004"":4,""181210301004"":4,""181670102022"":4,""181530504001"":4,""181530502002"":4,""171830108002"":4,""181650201002"":4,""180559554001"":4,""180210405004"":4}",,,,,,,,4,,,4,,4,,
sg:27cbe9015088477f81bf411c074d3341,Bell Family Dispensary,1000 N Walnut St Ste D,Bloomington,IN,47404,722515,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050016002,39.176096,-86.532847,"{""181050009012"":4,""181095102023"":4,""180939513002"":4,""181050007003"":4,""181050006021"":4,""181050003023"":4,""180632106072"":4}",,,,,,,,4,,,,,,,
sg:6f78b4ec16c44e2589ec59475a59a57c,Jiffy Treet Homemade Ice Cream,223 S Pete Ellis Dr,Bloomington,IN,47408,722515,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009031,39.165083,-86.494305,"{""181050009034"":7,""181050014023"":6,""180719677003"":5,""180939512001"":5,""180939507002"":4,""181199558002"":4,""181050004013"":4,""181050007001"":4,""181050013043"":4,""181050013011"":4,""181050008002"":4,""181050011032"":4,""181050015011"":4,""181050010021"":4,""181050016001"":4,""181050013032"":4,""181050010011"":4,""181199557004"":4,""181050011022"":4,""181019503001"":4,""181050013013"":4,""180973102032"":4,""181050016003"":4,""180139747002"":4,""181050015013"":4,""181199559003"":4}",,,,,,,,,,,,,4,,4
