safegraph_place_id,location_name,street_address,city,region,postal_code,naics_code,safegraph_brand_ids,date_range_start,date_range_end,poi_cbg,latitude,longitude,visitor_home_cbgs,x181050002011_visits,x181050002012_visits,x181050002013_visits,x181050002021_visits,x181050002022_visits,x181050003014_visits,x181050003021_visits,x181050007003_visits,x181050012002_visits,x181050012005_visits,x181050013014_visits,x181050014012_visits,x181050016001_visits,x181050016002_visits,x181050016003_visits
sg:454d3dd2601747ecac4c5e7532220322,Old National Wealth Management,2801 E Buick Cadillac Blvd,Bloomington,IN,47401,523930,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009041,39.158566,-86.497387,"{""181050014012"":4}",,,,,,,,,,,,4,,,
sg:337b4387a7a44599a0cab6169cc90d5a,The Park on Morton,710 N Morton St,Bloomington,IN,47404,522110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050016002,39.173689,-86.535803,"{""181050013042"":8,""181050016002"":4}",,,,,,,,,,,,,,4,
sg:6806cd6ded4d4314a0c26ed9846b7a90,Circle K,201 W 17th St,Bloomington,IN,47404,445120,SG_BRAND_4cbffa4318cebdb09227afca3fe16846,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050016002,39.178881,-86.5351,"{""181050016002"":6,""181050007001"":5,""181050013011"":4,""181050014011"":4,""180139747003"":4,""181050014022"":4,""181050011011"":4,""181050006012"":4,""181050014024"":4,""180816111002"":4,""181050012003"":4,""180430710035"":4,""181050006021"":4,""180939508001"":4,""181050013032"":4,""181050005021"":4,""181050011014"":4}",,,,,,,,,,,,,,6,
sg:4c9838523ca540daaa2aaa6f22237cd4,Circle K,2700 E 3rd St,Bloomington,IN,47401,445120,SG_BRAND_4cbffa4318cebdb09227afca3fe16846,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009012,39.16401,-86.498722,"{""181050010011"":4,""181050009034"":4,""181095106004"":4,""181050002013"":4,""180816101003"":4,""180559547014"":4,""210830201004"":4}",,,4,,,,,,,,,,,,
sg:579c300dc4b94a5fa707eaf1616d3bd4,Best Buy,2721 E 3rd St Ste 180,Bloomington,IN,47401,443142,SG_BRAND_2c648ef84225e10f0499e7d255eacf71,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009031,39.165627,-86.497049,"{""181050008004"":8,""181050013033"":7,""181050012006"":4,""181050015013"":4,""181050010023"":4,""181050011011"":4,""181050005022"":4,""181050013042"":4,""180139748002"":4,""181050004011"":4,""180210405003"":4,""181050012005"":4,""181050015021"":4,""181050015011"":4,""181050011022"":4,""181050009031"":4,""181050013014"":4,""181050005013"":4,""180939511003"":4,""181050013043"":4,""181050006021"":4,""180859623002"":4,""181199558001"":4,""181050013051"":4,""181050012002"":4,""181050003011"":4,""180939506003"":4}",,,,,,,,,4,4,4,,,,
sg:c2f70b7acf41410a819715be9f144279,Modern Eyes PC,5455 Harrison Park Ln,Indianapolis,IN,46216,446130,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180973906001,39.853105,-86.006568,"{""180973903003"":8,""180973401112"":4,""180973901011"":4,""180632106042"":4,""180571108061"":4,""181050012002"":4,""180950014004"":4,""180816104011"":4}",,,,,,,,,4,,,,,,
sg:10b1f61a29314759afb4978dc8ca7a91,Kid Angles The Early Education School,1500 E Hillside Dr,Bloomington,IN,47401,624410,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050010013,39.150265,-86.514943,"{""181050012006"":5,""181050012004"":5,""181050005021"":4,""181050010013"":4,""180973306002"":4,""181050012005"":4}",,,,,,,,,,4,,,,,
sg:11517d7e39744e5c8a25ca3db777b03a,St Paul Catholic Center,1413 E 17th St,Bloomington,IN,47408,813110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050002011,39.179344,-86.515009,"{""180559554004"":7,""180973576002"":4,""180139747003"":4,""181050016003"":4}",,,,,,,,,,,,,,,4
sg:1349e290525c48cb9616b95fc308b53d,Eastview Church of the Nazarene,4545 E Lampkins Ridge Rd,Bloomington,IN,47401,813110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009043,39.150909,-86.470863,"{""180139747002"":4,""180719675001"":4,""181179517003"":4,""180139749001"":4,""181050009031"":4,""181050014011"":4,""181050012005"":4,""180430703012"":4}",,,,,,,,,,4,,,,,
sg:63ebc7edbca7426abb8d31833789b099,All Star Driving School,307 E Winslow Rd,Bloomington,IN,47401,453310,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011013,39.137443,-86.526598,"{""181050015022"":6,""181199557002"":5,""181050011012"":5,""180559547011"":4,""181050013051"":4,""181050011013"":4,""180571109083"":4,""181050014025"":4,""181050010013"":4,""181050014022"":4,""181050008003"":4,""180559547022"":4,""181050003011"":4,""181050004021"":4,""181050004013"":4,""181050012002"":4,""181050012003"":4,""181050011021"":4}",,,,,,,,,4,,,,,,
sg:f5999b237af9462bb86d6fef9ffde51c,Piace Boutique,2894 E 3rd St Ste 108,Bloomington,IN,47401,448120,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009041,39.162731,-86.496372,"{""181050010011"":13,""181050008001"":11,""181050014025"":11,""181050004021"":10,""181050016001"":9,""181050009043"":9,""181050010012"":8,""181050007002"":7,""181050009034"":7,""181050013032"":6,""181050009012"":6,""181050016002"":6,""181050011014"":6,""181050009033"":6,""181050009042"":5,""181050015013"":5,""181050011022"":5,""181050015011"":5,""181050014023"":5,""170938901011"":5,""181050010024"":5,""181050013041"":5,""180139748003"":4,""180559549002"":4,""180139749001"":4,""181050008004"":4,""181050011013"":4,""180118105003"":4,""180010301001"":4,""181050010022"":4,""181050009031"":4,""180139747001"":4,""180973545002"":4,""180139749003"":4,""181050009032"":4,""180939507001"":4,""181050006022"":4,""180659761002"":4,""171670031003"":4,""181050005012"":4,""181050001003"":4,""180816114003"":4,""181179514001"":4,""181457105001"":4,""181050006021"":4,""180559547014"":4,""180139747003"":4,""181050015012"":4,""180973203032"":4,""181050001002"":4,""181050013011"":4,""181050007003"":4,""181050013043"":4,""180939508001"":4,""181630032003"":4,""181050014024"":4,""181095109002"":4,""181050011012"":4,""180559547011"":4,""181050009041"":4,""181050014011"":4,""181199559003"":4,""181050003012"":4}",,,,,,,,4,,,,,9,6,
sg:660ca3bd8ef2435f852b60d20d78022e,Bucceto's Pizza & Pasta,350 S Liberty Dr,Bloomington,IN,47403,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050005012,39.164078,-86.579402,"{""181050013042"":5,""181199559003"":5,""180559547014"":4,""181050005022"":4,""181050013014"":4,""181095110003"":4,""180559554001"":4,""180559547021"":4,""181050013013"":4,""180559547022"":4,""181050014011"":4,""180559547012"":4,""180559547011"":4,""180973301093"":4,""181050013051"":4,""181050011032"":4,""181095110004"":4,""181050013011"":4,""180816107013"":4,""181050013012"":4,""181050004013"":4,""470890701004"":4,""181050011014"":4,""181050005011"":4,""180939505002"":4,""181050004021"":4,""181050015021"":4,""181199559002"":4,""181050015013"":4,""181050006021"":4,""180559554002"":4}",,,,,,,,,,,4,,,,
sg:ad5ee063107245cbb42f766d8f83f364,Chili's Grill & Bar,2811 E 3rd St,Bloomington,IN,47401,722511,SG_BRAND_072efa4069c7217d82229845c60e6a0d,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009031,39.164739,-86.495705,"{""181050009043"":6,""181050004021"":6,""181050013043"":5,""181050014023"":5,""181050014024"":5,""181050004011"":4,""180939505001"":4,""181050010011"":4,""181050013032"":4,""181050011014"":4,""181050012005"":4,""181050002021"":4,""181050011013"":4,""180939505002"":4,""180939506004"":4,""181050006021"":4,""181050014022"":4,""180559547022"":4,""181179514002"":4,""180973807001"":4,""181199558002"":4,""181050004022"":4,""181050015011"":4,""181050005011"":4,""180430710035"":4,""181050009011"":4,""181050009042"":4,""181050011021"":4,""181457105001"":4,""181050011032"":4}",,,,4,,,,,,4,,,,,
sg:0e94ea1ed26348419ced3e41e09d80c6,Buffalo Wild Wings,1350 W Bloomfield Rd,Bloomington,IN,47403,722511,SG_BRAND_f5c3315bd88c63a7a421a97165d8b108,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050004011,39.160586,-86.552735,"{""181050013032"":7,""181095107013"":6,""181050013033"":6,""180559547022"":5,""181050013043"":5,""180571105072"":5,""181095107024"":5,""181050012004"":5,""181095105003"":4,""181050013041"":4,""180559547014"":4,""181095108003"":4,""181050006021"":4,""181050004022"":4,""180559551003"":4,""180559547011"":4,""181050004021"":4,""181050013051"":4,""181199555001"":4,""180179514002"":4,""181050011022"":4,""181050013011"":4,""181050010024"":4,""181050011021"":4,""181050005012"":4,""181050004011"":4,""181050006022"":4,""181050005023"":4,""180279548002"":4,""181050012005"":4,""181179513001"":4,""181050013042"":4,""181050016001"":4,""181199559002"":4,""180910414002"":4,""180559553002"":4,""181050009043"":4,""181050012003"":4,""181095107022"":4,""180559547021"":4,""181050013031"":4}",,,,,,,,,,4,,,4,,
sg:4e7085171e854b4b9ce75e3220b126fd,Brother's on 39,610 In 39 Bypass,Martinsville,IN,46151,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181095107012,39.42185,-86.436151,"{""181095107021"":11,""181095107023"":8,""181095105003"":5,""181095107013"":5,""181095108002"":5,""181095110002"":4,""181095106001"":4,""181095108003"":4,""181095110001"":4,""181339565004"":4,""181095109003"":4,""180632101024"":4,""181095110004"":4,""181095109001"":4,""181095107012"":4,""181050013013"":4,""181095109002"":4,""181050014012"":4,""181095107022"":4}",,,,,,,,,,,,4,,,
sg:7a8bb378739b4a7a9386eeea4fef8a78,Pizza X,2443 S Walnut Street Pike,Bloomington,IN,47401,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011012,39.137191,-86.529183,"{""181050011031"":9,""181050005012"":6,""181050015011"":5,""180939505001"":4,""181050012005"":4,""181050006012"":4,""181050011021"":4,""181050008003"":4,""181050004013"":4,""180939506002"":4,""181050004021"":4,""181050015012"":4,""181050015013"":4}",,,,,,,,,,4,,,,,
sg:9e8661697c6740ae99ecdb42446c6695,Denny's,2160 N Walnut St,Bloomington,IN,47404,722511,SG_BRAND_811b11d8e7fade7d0af1ea6e8f2db4ba,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050016001,39.185914,-86.534084,"{""181050009033"":6,""181050006012"":5,""181050008003"":4,""181050001003"":4,""181050011012"":4,""180139748004"":4,""181050013011"":4,""181050016003"":4}",,,,,,,,,,,,,,,4
sg:39312d14aafc48fea1a7056c3029194d,Casa Brava Authentic Mexican Cusine,3482 W 3rd St,Bloomington,IN,47404,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013013,39.166123,-86.577965,"{""180939506003"":9,""180559547014"":6,""181050010021"":5,""060590422034"":5,""181050013042"":5,""180559547012"":4,""181050010022"":4,""181050005013"":4,""181050013014"":4,""181050006022"":4,""181050004021"":4,""181050005021"":4,""181050011022"":4,""212139701001"":4,""181050012003"":4,""181199558001"":4,""181050008001"":4}",,,,,,,,,,,4,,,,
sg:e6913da6f746438a985b9519a6ee60b9,The Village Deli,409 E Kirkwood Ave,Bloomington,IN,47408,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050001002,39.166793,-86.529428,"{""181050013011"":4,""181050011014"":4,""181050001002"":4,""181050016002"":4,""180939506004"":4}",,,,,,,,,,,,,,4,
sg:51525cfb18fc45d8a8e558db427db721,India Garden,531 N Walnut St,Bloomington,IN,47404,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050001002,39.171393,-86.533881,"{""181050001002"":5,""181050008004"":4,""181050015021"":4,""180939505001"":4,""181050007003"":4,""181050013011"":4}",,,,,,,,4,,,,,,,
sg:e92f164c77f64e2aa846d2a4f0a7d219,BJ's Restaurants,411 S College Mall Rd,Bloomington,IN,47401,722511,SG_BRAND_84521dbb1dcccaaef24cf1f9a9e70342,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009041,39.162666,-86.497555,"{""181050015011"":8,""181050010011"":6,""181050011014"":5,""181050008004"":4,""181050011031"":4,""180939510001"":4,""180816107021"":4,""180632106042"":4,""181050005013"":4,""181457105001"":4,""181050009011"":4,""181095106003"":4,""181050014025"":4,""180559549002"":4,""181050012005"":4,""181050009041"":4}",,,,,,,,,,4,,,,,
sg:13c6b05c44c6430d8f95b414369ac819,Dats,211 S Grant St,Bloomington,IN,47408,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050001002,39.165345,-86.529266,"{""180973416002"":4,""181050016001"":4,""181050011014"":4,""181050008004"":4}",,,,,,,,,,,,,4,,
sg:6af818e6e8e04fedacb872da74cb159f,Cafe Pizzaria,405 E Kirkwood Ave,Bloomington,IN,47408,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050001002,39.166821,-86.529512,"{""181050014023"":4,""181050007003"":4}",,,,,,,,4,,,,,,,
sg:3656d87f11134ca8b3873cdcc71a303f,Upland Brewing,350 W 11th St,Bloomington,IN,47404,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050016002,39.173479,-86.537379,"{""181050013032"":5,""181050001003"":5,""180950013002"":4,""181050016002"":4,""180571104042"":4,""181050005012"":4,""181050013041"":4,""181050006012"":4,""551270008004"":4,""181050001001"":4,""181050011014"":4,""180559547012"":4,""180118106032"":4,""181050004013"":4,""181050014025"":4}",,,,,,,,,,,,,,4,
sg:66b5bb2c70a8414db4f2712f4c555595,Dragon Express,1400 E 3rd St Ste A,Bloomington,IN,47401,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050003023,39.164164,-86.515992,"{""181050016001"":4,""391499723003"":4}",,,,,,,,,,,,,4,,
sg:57c967922a374ea3be25d906bf175e60,Cicoa Aging & In Home Solutions,8440 Woodfield Crossing Blvd,Indianapolis,IN,46240,621610,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180973202022,39.909589,-86.121486,"{""180973202022"":173,""180973301071"":24,""180973214004"":21,""180973301052"":20,""180973549002"":16,""180973103051"":15,""180973533001"":12,""180973573002"":9,""180973211004"":8,""180973203013"":8,""180350009042"":8,""180571110072"":7,""201550018002"":7,""180973808002"":7,""180973504001"":7,""180571108123"":6,""180973302091"":6,""490351135151"":6,""180973910003"":6,""180973102041"":6,""180594103004"":6,""180571106001"":6,""171430039003"":5,""181019501002"":5,""180973206001"":5,""180571102012"":5,""180279546003"":5,""180973102043"":5,""180571105082"":5,""180050109003"":5,""180973220003"":5,""181570004001"":5,""260810124003"":5,""180973301091"":5,""390170110042"":4,""170318188003"":4,""180816106034"":4,""181630107005"":4,""180973301033"":4,""181290401003"":4,""180571104012"":4,""210350102001"":4,""180973203041"":4,""180973103123"":4,""180571108082"":4,""180973201091"":4,""180973202041"":4,""180670007001"":4,""180632101022"":4,""180530106001"":4,""180973801003"":4,""181570008002"":4,""180350011001"":4,""180973301061"":4,""180973204002"":4,""180973301081"":4,""180973901021"":4,""180699619001"":4,""180973409011"":4,""171635040013"":4,""180890109002"":4,""180632108012"":4,""180118107002"":4,""180594109003"":4,""180973607002"":4,""180816106051"":4,""181410114041"":4,""181050012002"":4,""180350008003"":4,""180973302022"":4,""180510502004"":4,""180973301051"":4,""181339564003"":4,""180816114004"":4,""180973308042"":4,""180030116082"":4,""180594105001"":4,""180973202031"":4,""180030116072"":4,""180973202042"":4,""181290405001"":4,""181630102034"":4,""180330208001"":4,""180571104032"":4,""180839556004"":4,""180973401141"":4,""180973904021"":4,""180030116032"":4,""180973203031"":4,""181570015012"":4,""181730304001"":4,""180973806001"":4,""180731012004"":4,""180973902002"":4,""181630017002"":4,""180973301082"":4,""295101232002"":4,""180839555003"":4,""180659758004"":4,""181819587003"":4,""180950019003"":4,""180571109081"":4,""180571102021"":4,""180759627004"":4,""211110103161"":4,""180816104032"":4,""180816101003"":4,""180973302023"":4,""180973301074"":4,""180973409024"":4,""212219703003"":4,""180030037002"":4,""180571101001"":4,""180118106012"":4,""180632106031"":4,""181095106002"":4,""180571110071"":4,""181499541003"":4,""180699617003"":4,""180030116094"":4,""180973203042"":4,""180030103043"":4,""180118106054"":4,""180973203044"":4,""180030116033"":4,""450830206032"":4,""180632106034"":4,""180973301031"":4,""180571104042"":4,""180973301072"":4,""180118106033"":4,""180459576002"":4,""180030110003"":4,""471570211353"":4,""180670009003"":4,""180973103082"":4,""181570107001"":4,""180973204001"":4,""180816102013"":4,""210930013002"":4,""180950119002"":4,""180973302093"":4,""181319590001"":4,""181019501003"":4,""180571111021"":4,""181179513002"":4,""180559553003"":4,""180973214003"":4,""180973301093"":4,""180973908001"":4}",,,,,,,,,4,,,,,,
sg:13353f7ad08848618df1ee27341d2baf,CVS,2650 S Walnut St,Bloomington,IN,47401,446110,SG_BRAND_72f1a850d966375fa159121c7c8b09a1,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011021,39.134006,-86.532037,"{""181050004021"":16,""181050011022"":12,""181050015021"":9,""181050011032"":9,""181050011031"":8,""181050010024"":7,""181050015013"":7,""181050015012"":7,""181050011014"":7,""181050011021"":6,""181050010021"":6,""181050015011"":6,""181050015022"":5,""181050011011"":5,""181050011013"":5,""181050016002"":5,""181050008004"":4,""181199558003"":4,""181050007001"":4,""180939508002"":4,""130470303013"":4,""181050005023"":4,""181050011033"":4,""181050004022"":4,""181050006012"":4,""180939512004"":4,""181050014025"":4,""181050004011"":4,""181050003012"":4,""181050013042"":4,""180939506004"":4,""181050012002"":4,""180939505003"":4}",,,,,,,,,4,,,,,5,
sg:3fd245c2e11f4dbd9fca389dace5c678,McKay Family Pharmacy,305 E Morgan St,Spencer,IN,47460,446110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181199558004,39.287423,-86.758796,"{""181199558001"":7,""181199557002"":7,""181199559001"":6,""181199557001"":5,""180210406001"":4,""181199557003"":4,""181199556003"":4,""181050013032"":4,""181050015011"":4,""181199559003"":4,""181199555002"":4,""181050006021"":4,""181339565003"":4,""181050013014"":4,""181199558002"":4,""181199555001"":4,""181199559002"":4,""181095107021"":4}",,,,,,,,,,,4,,,,
sg:4d59c42d6c5f44c689544c0d1d56f42a,Taco Bell,2400 S Walnut St,Bloomington,IN,47401,722513,SG_BRAND_748ba381dd81bb8de615319837ffa350,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011012,39.138542,-86.530875,"{""181050011031"":11,""181050011022"":7,""181050011021"":7,""181050015011"":6,""181050015013"":6,""180559547022"":6,""180559547021"":5,""181050004013"":4,""181050010024"":4,""181050011012"":4,""181050013042"":4,""181050004012"":4,""181050006012"":4,""180890217001"":4,""181050012003"":4,""181050011011"":4,""181050011013"":4,""181050004021"":4,""181050015022"":4,""181050011014"":4,""180559553002"":4,""181050010013"":4,""181050013011"":4,""181050005023"":4,""181050010022"":4,""181050011032"":4,""181050013032"":4,""181050016002"":4,""181050015012"":4,""180939506004"":4,""180559554003"":4,""181050013051"":4,""180559548001"":4,""181050015021"":4}",,,,,,,,,,,,,,4,
sg:783612a49e744c1384cdc7e38c02075f,McDonald's,480 E Morgan St,Spencer,IN,47460,722513,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181199558004,39.286793,-86.756839,"{""181199559001"":35,""181199557001"":29,""181199557002"":26,""181050013011"":25,""181199558001"":24,""181199559002"":24,""181199558002"":22,""181199559003"":18,""181199555001"":17,""181199557004"":17,""181199558003"":16,""181199556001"":15,""181199556003"":14,""181199557003"":12,""181199558004"":11,""181095110004"":9,""181199555002"":8,""181050013032"":7,""180559547022"":6,""180559548004"":6,""181050013033"":6,""180210405004"":6,""180559548003"":5,""180559547021"":5,""181630105004"":5,""181095105002"":4,""181095106002"":4,""181095102011"":4,""180279543001"":4,""181530502001"":4,""180939506003"":4,""180559548001"":4,""181050012004"":4,""180118106033"":4,""181199556002"":4,""180632102022"":4,""181530501005"":4,""180210406002"":4,""180816101003"":4,""180559551002"":4,""180210405003"":4,""181095110001"":4,""180559554004"":4,""180973812014"":4,""180973703011"":4,""181050013043"":4,""181050007003"":4,""181050013042"":4,""181050013051"":4,""181050013012"":4,""180210402002"":4,""180799602002"":4,""180559551003"":4,""181050013041"":4,""180379536002"":4,""180559547011"":4,""181339565003"":4,""181050005022"":4,""181050008004"":4,""181079567003"":4,""181095110003"":4,""181050013014"":4,""180950016003"":4,""180559547012"":4,""180632106081"":4,""180210402007"":4,""180559548002"":4,""181050013031"":4,""180210406003"":4}",,,,,,,,4,,,4,,,,
sg:bbb61031420d44e18245bf2d8c22de7b,Arby's,954 E Main St,Greenwood,IN,46143,722513,SG_BRAND_f004042e34f9a89a218a216365ccd2c4,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180816102012,39.6147,-86.084351,"{""180816102022"":16,""180816102021"":15,""180816101002"":11,""180816102023"":9,""180816108022"":7,""180816101001"":6,""180816103001"":6,""180973904032"":5,""180816102024"":5,""180632110001"":4,""180816105003"":4,""180816106052"":4,""180973409012"":4,""181095104022"":4,""180973616002"":4,""180816106062"":4,""180239502005"":4,""180973802003"":4,""180816108014"":4,""180816107021"":4,""180816101003"":4,""180594110003"":4,""180973702011"":4,""180973904023"":4,""180973811011"":4,""180973809023"":4,""180816103002"":4,""180973301091"":4,""181457105002"":4,""180973302091"":4,""180973801003"":4,""180816101004"":4,""180816108011"":4,""181050014012"":4,""180816105001"":4,""180973902001"":4,""180816102012"":4,""181095107012"":4,""180973515001"":4,""180816104011"":4}",,,,,,,,,,,,4,,,
sg:7b7f2a3c307542ca8c0cd1bde476c091,Rally's Drive-In Restaurants,4420 S Emerson Ave,Indianapolis,IN,46203,722513,SG_BRAND_c9d830782ede12dd874be6339b79c17a,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180973804022,39.702252,-86.083195,"{""180973901011"":14,""180973901012"":12,""180973614002"":11,""180973903003"":10,""180973901021"":9,""180973801003"":9,""180973904042"":8,""180973574002"":8,""180973902001"":7,""180973904021"":7,""180973804031"":7,""180973805011"":6,""180973549002"":6,""180973806003"":6,""180973611004"":6,""180973811012"":5,""180816101002"":5,""181050015012"":5,""180973578002"":5,""180973809023"":5,""180973575002"":5,""180973904041"":5,""180973904043"":5,""180973555003"":4,""180594108004"":4,""180816102014"":4,""180594102005"":4,""180973579001"":4,""181095108002"":4,""180973806001"":4,""180973508001"":4,""390490025101"":4,""180973423001"":4,""180571105081"":4,""180973572004"":4,""180973307003"":4,""180973574004"":4,""180973804021"":4,""180973572003"":4,""180050112005"":4,""180973904023"":4,""180973573001"":4,""181457101003"":4,""181457103004"":4,""180973569002"":4,""180973559001"":4,""181457102001"":4,""180973804041"":4,""180973401012"":4,""180010302004"":4,""180973103051"":4,""181457107001"":4,""180973903002"":4,""180973575004"":4,""181050013014"":4,""181457109001"":4,""180973553002"":4,""180973421011"":4,""180973904031"":4,""180571108042"":4,""180973574001"":4,""180816108022"":4,""180973804034"":4,""180973901013"":4,""180571103006"":4,""180973570004"":4,""180973804042"":4,""180973616002"":4,""180973804033"":4,""180973809021"":4,""180594103004"":4,""181457102004"":4,""180594108003"":4,""180973902002"":4}",,,,,,,,,,,4,,,,
sg:1d1e25eed8a14a72ae83bf273300c536,Taco Bell,13778 Olivia Way,Fishers,IN,46037,722513,SG_BRAND_748ba381dd81bb8de615319837ffa350,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180571108081,39.989056,-85.920721,"{""180571108081"":66,""180571108041"":64,""180571108042"":47,""180571101003"":43,""180950118001"":28,""180571108061"":21,""180594102005"":14,""180571108082"":13,""180571105062"":8,""180950117001"":7,""180594102002"":6,""180950118003"":6,""181095103001"":5,""180594102004"":5,""180950118002"":4,""180973808003"":4,""180030108161"":4,""180950019004"":4,""180571108073"":4,""180571105081"":4,""181790404001"":4,""180571108051"":4,""180973301082"":4,""180594102003"":4,""180950012001"":4,""180973302031"":4,""180950120002"":4,""180816114001"":4,""180594102001"":4,""181050016001"":4,""180350027003"":4,""180571102021"":4,""180973103101"":4,""550859705001"":4,""180973504003"":4}",,,,,,,,,,,,,4,,
sg:a5d7d38322c94f0d879ec3a37d29bb66,Papa Murphy's,4017 S Old State Road 37,Bloomington,IN,47401,722513,SG_BRAND_c84f3e1418c1e4a400bc97e55dd04c31,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011031,39.120883,-86.529551,"{""181050004021"":12,""181050015011"":11,""181050011033"":7,""181050015013"":7,""181050011031"":7,""180939504001"":6,""181050005012"":5,""181050010024"":5,""181050014022"":5,""181050012005"":4,""181050015022"":4,""181050010022"":4,""181050012002"":4,""181050014025"":4,""180050110003"":4,""180939506003"":4,""181050004013"":4,""180939509003"":4,""181050011012"":4,""180973614001"":4,""181050005022"":4,""180939505001"":4,""181050011014"":4,""181050015012"":4,""181050013011"":4,""180559547013"":4,""180939508001"":4,""181050013032"":4,""181050011032"":4,""181050011022"":4}",,,,,,,,,4,4,,,,,
sg:ff5aa7f257024a15bb0d02ee8d694661,Taco Bell,309 N Walnut St,Bloomington,IN,47404,722513,SG_BRAND_748ba381dd81bb8de615319837ffa350,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050001002,39.168952,-86.534024,"{""181050009043"":4,""181050016001"":4,""181050016002"":4,""180939511003"":4,""181095108002"":4,""181050001003"":4,""180939505004"":4,""181050008003"":4,""181050002013"":4,""181050001001"":4,""181050003014"":4,""181050004021"":4,""181050010023"":4,""181050013033"":4,""180719680003"":4,""181050006012"":4,""181050003013"":4,""181050013043"":4}",,,4,,,4,,,,,,,4,4,
sg:d649711852384a7f958fbdbe0b60e7a5,Hardee's,3301 W 3rd St,Bloomington,IN,47404,722513,SG_BRAND_2b6b8e67fe1433e4f73bbe2c306fb330,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050005012,39.164069,-86.576692,"{""181050013011"":10,""181050004022"":8,""181050013032"":8,""181199558003"":6,""180139749003"":6,""181050013014"":6,""181050005023"":5,""180559547011"":5,""180559547022"":4,""181050011022"":4,""180939505004"":4,""181050013033"":4,""181050012005"":4,""170190106012"":4,""181050004013"":4,""181050015022"":4,""180939505003"":4,""181050012003"":4,""180559548001"":4,""180319691002"":4,""181050009031"":4,""181050011031"":4,""181199559003"":4,""181050011033"":4,""211130604001"":4,""181179518001"":4,""181050003014"":4,""180139747003"":4,""181050006012"":4,""180950118001"":4,""181050006011"":4,""181050013042"":4,""181050005012"":4,""191530112032"":4,""180559554004"":4,""181050007001"":4,""181050013043"":4,""180559549002"":4,""010030112012"":4,""180973302094"":4,""181050005013"":4,""181050013031"":4,""181050014021"":4,""181050012001"":4,""180559547012"":4,""180939507004"":4,""180559547013"":4,""180279543001"":4,""181050011014"":4,""181095108002"":4,""181050012006"":4,""181050008004"":4,""180379534004"":4,""180210404001"":4,""180939510003"":4,""181050013012"":4,""181199555002"":4,""181095106004"":4,""181050005011"":4}",,,,,,4,,,,4,6,,,,
sg:d00796ac70104dae8e84c8354357c6fc,Subway,319 E Winslow Rd,Bloomington,IN,47401,722513,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011013,39.137445,-86.52611,"{""181050010011"":5,""181050012002"":4,""181050013051"":4,""181050011013"":4,""180939507001"":4,""181050004013"":4,""180632103001"":4}",,,,,,,,,4,,,,,,
