,safegraph_place_id,poi_cbg,latitude,longitude,source_cbg,visits
12134,sg:b81ae695e5974e368948bd76ba988478,60952520002,38.053456,-122.15655100000001,181050002013,4
12138,sg:1b422ed0fa7a42edabd885f4934e125f,80770003001,39.067485999999995,-108.561568,181050002013,4
12157,sg:0a95966221634338ad77e6e4cdd05c16,120869805001,25.803607,-80.288163,181050002013,4
12186,sg:a2c09998cb254f18af3fd0590eac158d,120990077442,26.370951,-80.1857,181050002013,4
12204,sg:a57eda2221264470a24c1e0153577e41,120110106012,26.307373,-80.28027,181050002013,4
12239,sg:f7397964bdb14f1e91105dbf3656f0e1,131210119002,33.757599,-84.390039,181050002013,4
12270,sg:917ed7575e834693a3062ec293195133,170438446012,41.827393,-87.951324,181050002013,4
12271,sg:88719568b2774ae1a7a0968f2a41bb5d,170310611001,41.948341,-87.655626,181050002013,4
12306,sg:c5b1de4dcdb24f0f935e706b6f591338,170313201002,41.88558,-87.624223,181050002013,9
12307,sg:b168e0918e3f4a4cab28f62c1e362322,170438446011,41.849672999999996,-87.951185,181050002013,4
12311,sg:7fca7604e1054b9e81f510847529ace0,170190004011,40.108751,-88.23161,181050002013,4
12318,sg:4573aac609a34f0894f347873310598c,170438459021,41.757431,-87.944201,181050002013,4
12320,sg:661d69a7633a40aaa4d13497881fdea1,170978645054,42.178379,-87.926227,181050002013,4
12346,sg:359ca0b13ab04cf8accbdc4694578752,171978803101,41.652590000000004,-88.20453,181050002013,4
12362,sg:1175be3e1f174a6ea416d4a586639106,170310814031,41.889607,-87.62298299999999,181050002013,4
12364,sg:dc60abeb131940e79e8dbf7895dc2770,170319801001,41.788368,-87.741772,181050002013,4
12474,sg:4b0f990531e24a8b845b65bc8f1155c0,180816110003,39.480287,-86.050071,181050002013,4
12477,sg:57e20849b0fe4976b3fa1a47b30ff42a,180973910001,39.778633,-86.156829,181050002013,4
12489,sg:ed7ecc1ebcbf486bb112b611db43171c,180030107071,41.177108000000004,-85.1328,181050002013,4
12494,sg:f94eac06dd6e4b33b18e3e4b8eac2891,180939509002,38.866224,-86.514454,181050002013,4
12502,sg:bdc95951f4694671b49c1fe84484a88f,180816103001,39.627039,-86.119414,181050002013,4
12503,sg:7cfde817c94943b3b40c40f1d0a7384d,180973402023,39.798266999999996,-86.26130699999999,181050002013,5
12516,sg:053043c3c6bd4870b366970aacdcb908,180179516001,40.757564,-86.328502,181050002013,4
12614,sg:cce552793c1a496cabe5dfd88e548718,180030107071,41.177099,-85.13395,181050002013,4
12624,sg:c11019ae2b914abf9bb25287ab6b0be3,180594104005,39.809084000000006,-85.770543,181050002013,4
12647,sg:6dd56fe9e6d649a58d78faedf2c0de07,180973225001,39.836321000000005,-86.122199,181050002013,4
12657,sg:e306edf7ecd64e51b7c7621316295241,180973206002,39.869017,-86.128632,181050002013,4
12686,sg:52a62c86aa5a460bae8e080ae9cda0c5,180973302081,39.901959999999995,-85.95838,181050002013,4
12698,sg:31710c98db3d4d369b71f9e428a910a7,180973207001,39.874579,-86.143263,181050002013,4
12739,sg:ec700b61f3e2405393956a44da0362f9,180350009031,40.220292,-85.43173,181050002013,4
12835,sg:23de62cada224597ba89ec813d46919c,180973301051,39.884365,-86.067307,181050002013,4
12849,sg:e2441e5b0ad249b49c153bb2fdbf8fdb,180571110012,39.953990999999995,-86.163878,181050002013,4
13209,sg:4df1e5160ea44b4fb5a3384ec8d0c0e2,11170303034,33.428512,-86.71098,181050002013,4
13214,sg:0a2d5058e3714b7a8b4d953bf0adf62f,60014090004,37.720971999999996,-122.21815,181050002013,5
13224,sg:6227d39fe3a64b57a656b92a540055c6,60819843001,37.61506,-122.383025,181050002013,4
13249,sg:522dea7c42a147ec86f6f95c7642ad95,60750117002,37.790017,-122.403287,181050002013,4
13252,sg:befb3cf4c76141b4a8450a24035b7443,60379800281,33.943926,-118.408425,181050002013,4
13254,sg:68061cf73c0041ca8b8af04bf9c3ed8a,60590320232,33.462284000000004,-117.59841100000001,181050002013,4
13262,sg:2efef4c5260c4a469ef260ce91e7f366,80859665012,38.453226,-107.86539099999999,181050002013,4
13271,sg:c72fdd826c8d4507a97f95733a26148a,120990076073,26.366229999999998,-80.133274,181050002013,4
13323,sg:6fb4062ec16d49dcaf9101025d866b59,120860001235,25.944426999999997,-80.12155,181050002013,4
13327,sg:b668aad9406e41db975c318cb0501cd6,121030254073,27.926955,-82.749234,181050002013,4
13344,sg:96e85f81918f4b1ab95bcee80c9bfc5b,130890204002,33.763020000000004,-84.348825,181050002013,4
13354,sg:993817b2d1f64507bd2fca67a2e14a20,131210016001,33.765659,-84.34944899999999,181050002013,4
13401,sg:307f766138cf44dd9e8c5a1b60f96d2a,170438447014,41.80918,-87.99005,181050002013,4
13439,sg:6e56e003cd474ce0ad8cf81dd3e00551,170438459012,41.72272,-87.943102,181050002013,4
13469,sg:b6cdcc1469c94e32953152d7555cdd28,170318073001,42.040056,-87.748858,181050002013,4
13532,sg:57b4b4771fad41dda596cdc2141ae627,180973202043,39.914508000000005,-86.110005,181050002013,4
13552,sg:16362caa44fe480aa6dc300a1449c876,180973908001,39.71506,-86.295503,181050002013,10
13581,sg:fd83f3c1ce554342a338de193363e2aa,180973401102,39.821228999999995,-86.280406,181050002013,4
13591,sg:a2e6ece5c8a049f8998b7f06898000a7,180816106052,39.59316,-86.160895,181050002013,4
13603,sg:21f1d8c4a54c4f0aa06c5677fe0ff6d3,180779665001,38.780446000000005,-85.379373,181050002013,4
13623,sg:9b7ed2f7a9dc4e5695b30dfccd3c053e,180571108071,39.953393,-86.007398,181050002013,4
13683,sg:f85301b1cc9c477a91af4b5dc308b3c2,180379534002,38.395709000000004,-86.932676,181050002013,4
13714,sg:63e60332f07a40ed90f92244babe6062,180973603011,39.801126000000004,-86.013913,181050002013,4
13789,sg:368541ad38914509bcd160f12434366d,180890423003,41.470745,-87.310834,181050002013,4
13819,sg:67a18aa32aa54ead88dc883a3b35ec5a,180816114002,39.41118,-86.157218,181050002013,4
13887,sg:399e44b149d24f709c9278c5bb77dd1a,180632106081,39.642069,-86.328181,181050002013,4
13909,sg:6cda991b9e0a479ea9cf2eeb239b64f6,180118106051,39.944963,-86.26019699999999,181050002013,4
13955,sg:b37b510c8743442e90cae0c6d4c4d255,180379534001,38.387282,-86.941293,181050002013,4
13958,sg:c50609bfe6be499b819d2f2be16d6393,180190508041,38.585122999999996,-85.776752,181050002013,4
13994,sg:9a2b71a09e7c4226bbf8da3597883544,180973510001,39.810759999999995,-86.157674,181050002013,4
14001,sg:b21b7c390f8e41a5b4431454070a75cc,180939508001,38.860026,-86.513186,181050002013,4
14026,sg:021775a8e7564e499748bfc601242569,180973207001,39.870827,-86.145303,181050002013,4
14289,sg:4422f5336e7047268591e60a9b447c17,60750615003,37.790471000000004,-122.38900100000001,181050002013,4
14291,sg:ab8e47bb1844488dbbe1ebdb9625a372,60290028123,35.353879,-119.057051,181050002013,4
14292,sg:96863d83e3f946b0b741125252296911,60730180001,33.158318,-117.351492,181050002013,4
14293,sg:3c97759648f6460fa4c5fbabef6bc1b6,60290028123,35.353133,-119.057071,181050002013,5
14309,sg:5a07f0b1ff0c4dd5a260723b8d9c5189,60190079022,36.254773,-120.25045800000001,181050002013,4
14350,sg:17171f24255b4c869a85ca814c2d16a7,120110802001,26.072073,-80.149111,181050002013,4
14354,sg:11c6572739d24456a01affe2b4a7dc1f,120110802001,26.072907,-80.143385,181050002013,4
14355,sg:056ae699cec14a6796ae68bba2078a67,120950171032,28.386613,-81.555611,181050002013,4
14425,sg:26a7b2a8823a4de0990afe4c9711e6d5,131210119002,33.756851,-84.392051,181050002013,4
14440,sg:c7423c7818a344cfb8bfaaa31f717ec1,130890205001,33.758171999999995,-84.347992,181050002013,4
14446,sg:b6ba77389c92469897c8ee320a0fe23d,170438442011,41.862708000000005,-88.01556,181050002013,4
14447,sg:c6fae1f6ce1b4c288610879e5acd8c18,170318419002,41.864571000000005,-87.646637,181050002013,4
14484,sg:ebab341373f0499a9f57e12a526931fc,170978645181,42.181579,-87.96471700000001,181050002013,5
14527,sg:7a677db48abd4931b6e0006e65fa6e15,170313201001,41.882242,-87.624712,181050002013,4
14547,sg:7403721e0cfe4f91acf80866a2ff08fe,170438465231,41.748743,-88.1651,181050002013,4
14548,sg:f55178a248a64e458aaee02f4797cbb9,170318076003,42.013084,-87.719583,181050002013,4
14570,sg:4cdcee0dc1f74edeb636d325b26fe6d5,170319800001,41.97738,-87.903712,181050002013,4
14576,sg:2486086a5acf428c8380ff60f877c8bd,170438445011,41.845442999999996,-87.965848,181050002013,4
14582,sg:040bca17cc344802b656592e5c3691fa,170313201001,41.882608000000005,-87.622513,181050002013,4
14620,sg:6cccc9a1ebca4084bfdec96663ed3f0a,180973542003,39.774411,-86.150319,181050002013,4
14704,sg:77423348211246cea2b2f1ca0d572d94,180179514001,40.753921999999996,-86.36403299999999,181050002013,4
14723,sg:205e4e6a1681441aae7e1f17791d5236,181019501002,38.682685,-86.873356,181050002013,5
14792,sg:d11d6d79c72e47af8a1b05dcb17431bc,180190502003,38.282701,-85.741649,181050002013,4
14804,sg:defe11f73e57455f96ec32e5c6f6f311,180973542003,39.771865000000005,-86.153104,181050002013,4
14843,sg:fcc7da9b451b481c98ae03a49c677612,180973535002,39.781425,-86.17049,181050002013,4
14850,sg:b9f21088e92b42a191ee96c46e716a90,180571104031,40.007794,-86.126451,181050002013,4
14873,sg:d9fef7d65af14fbfa60b9bb64544842b,180632106072,39.718421,-86.354051,181050002013,4
14936,sg:2f705f45a7944945926e5b7704e82b95,180190504032,38.30172,-85.762907,181050002013,4
14997,sg:6e3eb2ff60794ddc89e600505e729fd1,180973202043,39.913585,-86.109706,181050002013,4
15075,sg:92f01e0fb65b447ba06aa2b82e29b9c2,180179515003,40.75553,-86.35437900000001,181050002013,4
15115,sg:74fcf3281ba54a54994927eebe2147c7,180973207001,39.87641,-86.145027,181050002013,4
15370,sg:6354e3b18c8c4eef9b167cef08fe2d9d,10419636002,31.729051000000002,-86.282492,181050002013,4
15378,sg:691ca133ba1542a0ab9d9b37cc7044eb,60590422062,33.456103999999996,-117.65628000000001,181050002013,4
15385,sg:baac0e9141074b48b243bc61f35602bb,60750607001,37.770746,-122.391655,181050002013,4
15387,sg:e65825e2207144ea980760821b8e9444,60750103001,37.802824,-122.41411599999999,181050002013,4
15388,sg:f4642a6a6e954a9fb2855a35b36cf571,60730085111,32.825378,-117.15475,181050002013,4
15398,sg:87b15b25d13942bfbac619602ef8d055,60133830003,37.898637,-122.307244,181050002013,4
15460,sg:05498285456947bd92d24931dfe7092d,120990075011,26.354893,-80.084811,181050002013,4
15489,sg:9f13c41fbb7d4963b3cdd106eb00d040,120950171031,28.369609999999998,-81.517761,181050002013,4
15543,sg:79946c1987454de789f12f32576d0250,171978803092,41.708821,-88.20254399999999,181050002013,4
15546,sg:9242f420b9314ecebb13f827cae97fe7,170313301004,41.866362,-87.60675400000001,181050002013,4
15547,sg:a70e4ea41eb049fcb9945f5bb63c1709,170310814011,41.893945,-87.623111,181050002013,4
15549,sg:06954968d7be4df58c3fafd8211ca297,170319801001,41.788441999999996,-87.749994,181050002013,4
15553,sg:24a7d96e7dec4df4820749fa7a32b766,170978645121,42.197807,-87.956793,181050002013,4
15571,sg:3026edfc74a04f50a00b36bcb039cd8a,170978645172,42.194598,-87.96155999999999,181050002013,4
15575,sg:ffdfac3b8d9c4373add72e0c95445fe7,170310813003,41.898633000000004,-87.62301,181050002013,4
15602,sg:f600a7fbcdda4d64b55d164037fb73cf,170978654001,42.187968,-87.801762,181050002013,4
15614,sg:65b23247d5f548f2a5145ca18dcbab5d,170978644083,42.198076,-88.11192,181050002013,4
15616,sg:53742311dc614737bad492cd0c0b4cf5,170438446011,41.849878000000004,-87.952907,181050002013,4
15620,sg:756cbe71bdf54cbcb5b73f8c64e96e02,170978645181,42.181902,-87.964634,181050002013,4
15622,sg:8d91f793c7104c998bcc1d2a74502584,170978638011,42.24301,-87.943186,181050002013,4
15629,sg:1ee9b41ec9294b6d9c8645b73ff5c400,170438442011,41.861185,-88.015771,181050002013,4
15632,sg:28b66d5699994e9db58cae372b27b040,170190008002,40.13915,-88.25594,181050002013,4
15636,sg:ace4230a28fb489494e8a242ff514ddd,170318069001,42.057837,-87.749803,181050002013,4
15648,sg:27b29d1f69734d0481349b368685cf65,170310609001,41.948089,-87.64795699999999,181050002013,4
15754,sg:a88a9796be8c4fa58099e7f35084ce90,180632106071,39.717781,-86.355787,181050002013,4
15756,sg:2afcb1acb79642ad8a03d39df8f55ed0,180390012004,41.442181,-85.996494,181050002013,4
15847,sg:554139fe0de645c38f665546bab9b973,180350010001,40.218277,-85.410152,181050002013,4
15892,sg:e69f201070624d74b533773899b7455d,180973404001,39.818172,-86.227225,181050002013,4
15902,sg:14e42c8a61fe45df92ed8363d246b4bc,180118106053,39.951245,-86.262163,181050002013,4
15905,sg:6b88dde913774708bf37d862121d2dea,180571104042,40.002533,-86.127976,181050002013,4
15933,sg:f4c7fbc450fc43a58aeaf4f3292aa4aa,180890407004,41.561405,-87.461239,181050002013,4
15968,sg:80ee159ca65e4a5d8817d4f3d69a95c8,180973102043,39.884269,-86.210059,181050002013,4
15984,sg:5f7813a7b2be4d3b8f48dd291cdd4ae4,180571108061,39.995882,-85.937154,181050002013,4
16091,sg:0dfcc3bdbde74a86ae61fcdeab5be71b,180859610002,41.419305,-85.74677700000001,181050002013,4
16126,sg:2ace22aea4ce4545b82e32b0a34c0871,180190503043,38.300990999999996,-85.723095,181050002013,4
16215,sg:6b18b269f7704ac4bc581a04a974dced,180939509002,38.865902,-86.514914,181050002013,4
16472,sg:a8a42e0fcdc24a2fa01f54ae5995dd51,150039802001,21.332093,-157.922898,181050002021,4
16478,sg:63b235c1b49b440685130bce094cfe17,10730108022,33.484139,-86.774069,181050002021,4
16479,sg:043eda5f1b2c4e64848f35b01c7de6d2,10730047022,33.502127,-86.769271,181050002021,4
16493,sg:f568767e1d5342faa50df6e4d24feb62,60371394011,34.172531,-118.534796,181050002021,4
16527,sg:d026fb35f0234738937bf58d10fa18dd,60750615001,37.786572,-122.403102,181050002021,4
16537,sg:7074483d636f43958982810f20e80ad0,80370005011,39.604094,-106.51813200000001,181050002021,4
16553,sg:d5655f9130d5436f964be5c25ad55cc0,90010505001,41.138695,-73.345449,181050002021,4
16555,sg:329cb587b451484b82456c8431b86e2f,120990076073,26.364579,-80.132091,181050002021,4
16565,sg:1393fa17896c458cbffdb91889c100c6,120110601204,26.150967,-80.323127,181050002021,4
16570,sg:3264c7e9e18b4e71b6d1f2f228888a79,120850002001,27.24575,-80.269139,181050002021,5
16585,sg:a5d1e68b9577474f878c5caa1d65aee5,120860042041,25.790289,-80.139703,181050002021,4
16592,sg:34c8505411b14be6982bfd94d011b320,120210102133,26.245192,-81.77209,181050002021,4
16598,sg:3b479096cbab429a96364685b376a514,120860001341,25.967166,-80.144441,181050002021,4
16599,sg:ebf45707bb6949c6acb8dbe42e9fba92,120990076181,26.343234999999996,-80.15423,181050002021,4
16605,sg:355f36e4b1d44afd8ce374eecb57585f,120110905031,26.033726,-80.196854,181050002021,4
16607,sg:6f402c94708943baa176f539ece3fceb,120990073023,26.368128000000002,-80.07674,181050002021,4
16609,sg:228178546d854fb2becf10a3e075c1cf,120110905031,26.034689999999998,-80.197168,181050002021,4
16611,sg:16dd0ef9ee7e4644902fbf50fe1b0787,120990002091,26.880685999999997,-80.117922,181050002021,4
16613,sg:58dbf6d813f648ffa818b5ca0ee49ef5,120310141022,30.29056,-81.389573,181050002021,4
16618,sg:e14a446349d44df6aa3f450cd14325e9,120860040006,25.815936999999998,-80.121948,181050002021,4
16632,sg:309745d81b634dbfb6607bc7815696f2,120710603002,26.331121000000003,-81.845897,181050002021,4
16641,sg:b4e94324562a47289a7dfdd1efad9429,131210119002,33.75611,-84.389874,181050002021,4
16645,sg:18d5a5d4e38e4ae4b064416bef95b6c8,131210006001,33.784878000000006,-84.407957,181050002021,4
16647,sg:45526f6f3c0043e68e87bd461908cec3,131210101151,33.913123,-84.35008499999999,181050002021,4
16649,sg:b95587294a9e41a3901026becae16934,130890215042,33.815168,-84.311786,181050002021,4
16656,sg:0508b6b89c7942c2851272853dbaee0d,130210134102,32.877990999999994,-83.760238,181050002021,4
16657,sg:cf17e40c39e04cd4a4b381174f2547bd,131210100014,33.860040999999995,-84.380125,181050002021,4
16660,sg:42e9e16a73e7487dbcdc135af1e2dd75,131210116163,34.071328,-84.274703,181050002021,4
16673,sg:ab7ed0804f10443a83f578e4f8ff6d9d,170319800001,41.975770000000004,-87.891601,181050002021,4
16676,sg:811ddd8abe5f415984893f3ce19b9563,170438411112,41.955878000000006,-88.076031,181050002021,4
16684,sg:090b2004461d497da4875ff13e674cca,170318009004,42.067415000000004,-87.756648,181050002021,4
16694,sg:6d2d615846334bb7af17a2b80a2396cf,171130011031,40.479519,-88.94848,181050002021,4
16702,sg:b565b9e780af46bdab0dd1de47fc516b,170318094002,42.045249,-87.682154,181050002021,4
16705,sg:66a049db35b14aff929ca6a2307e01f9,170318016083,42.104115,-87.84850300000001,181050002021,4
16706,sg:d097f285861d443a907eca9fe4fadf04,170978636031,42.305295,-87.960368,181050002021,4
16709,sg:a7e5607d3dd24c9a8c02a45db8ff7935,170978654002,42.186599,-87.800687,181050002021,4
16710,sg:7545a279d8b04912ad47acb6ef122d04,170978639021,42.24171,-87.958225,181050002021,4
16712,sg:8be31861b18d4190b9258c712913339e,171118712071,42.180096999999996,-88.336277,181050002021,4
16713,sg:5218a3051aa54abeacb0faa440d18cbe,170310711001,41.918822999999996,-87.648882,181050002021,4
16717,sg:150cae356bc842b19e522ca4d3f85f41,171118712072,42.180572,-88.33470200000001,181050002021,4
16718,sg:2d354e576f9a4e18b2d0176a969dc07f,170978654002,42.183741999999995,-87.804214,181050002021,4
16726,sg:ccef5d6582124612992ce7a165ab7a9e,170312819003,41.881228,-87.639108,181050002021,4
16733,sg:84fef66d90cc4b828b524e9cf14ef781,170318048104,42.007822,-88.080402,181050002021,4
16740,sg:4eb97aa8b11d475fa5c926eb689045e2,170312214002,41.919031,-87.697087,181050002021,4
16741,sg:0ab2dd0e183a41f2ba064ae43ad72a33,170438422003,41.875352,-88.066486,181050002021,4
16742,sg:43ce2349149946028d49c18234d1165e,170318159002,41.882939,-87.805222,181050002021,4
16746,sg:aba32b68e1ba49d4a1fb4538d6010478,170318068012,42.056118,-87.744917,181050002021,4
16753,sg:79a9056041e84b0987a195a4da0f0206,170318015001,42.150388,-87.81688,181050002021,4
16758,sg:cc0bb909be214a40a6e020347da0a303,171978811162,41.507696,-87.91939,181050002021,4
16759,sg:a8689319ed7f420684088bdc6400a499,170978662001,42.234037,-87.94076,181050002021,4
16763,sg:d89c2e3d1a6f416db3e6844ec9955bb3,170438411132,41.939155,-88.08161,181050002021,4
16764,sg:3cf030a5161c478891a1aa0281d07ea2,170318068012,42.056531,-87.745489,181050002021,4
16766,sg:d502486f1b1c41e4a6b3f6f597f6f64d,170978639021,42.241169,-87.95779300000001,181050002021,4
16771,sg:c6f2715671e1451ca9be24b481f0cf01,170438462061,41.736924,-88.12877399999999,181050002021,4
16772,sg:fd75f6b7e00a40e3be2df71be3cd6c07,170318122002,41.904526000000004,-87.791677,181050002021,4
16775,sg:e9ef88c2d1ad4069953f08b8e3cf5f8b,170898501051,42.153227,-88.337068,181050002021,4
16791,sg:401622ef070f4d8f9d6ffc532878779f,170318326003,41.91795,-87.649884,181050002021,4
16792,sg:5dc1d88563404345a65362d6b60b9e7d,170318068012,42.055834000000004,-87.746021,181050002021,4
16793,sg:4f8061ede0a94b20873207935526f8a5,170438418022,41.875966999999996,-88.121886,181050002021,5
16794,sg:42cdeef56f8340039aa77cf1615bf395,171130016002,40.479872,-88.992214,181050002021,4
16799,sg:20f1c760289548beb21db581b8290983,180910423002,41.61077,-86.721653,181050002021,4
16800,sg:4dc18eeeb7bf434db912bc418b3f8fab,180816104011,39.633798,-86.12661700000001,181050002021,4
16801,sg:d6c11708768145168d19c26f20470db8,180632106063,39.762925,-86.33787099999999,181050002021,4
16805,sg:6205c5678d2c4fd3a3d4803dc7cb14b2,180973702013,39.716190000000005,-86.26140799999999,181050002021,5
16812,sg:12970b7bdfc8445f9a21f4713840b26a,180030103041,41.185192,-85.098937,181050002021,4
16813,sg:9a4c20b320b549bc895afc44876acb56,180973302022,39.851929999999996,-85.967641,181050002021,4
16818,sg:76ef3ae0dc1843749bfe107c24b7f382,180632102024,39.836727,-86.379574,181050002021,4
16833,sg:57fe6bbe9801415eb23cd11eb4930b73,180050105004,39.220976,-85.88495999999999,181050002021,4
16840,sg:211b6381d3404dec9661d1b342259b11,180571108101,39.927718,-86.02181800000001,181050002021,4
16841,sg:280e70526e9540ac824b5735fd57aced,180973533002,39.790572,-86.163371,181050002021,4
16849,sg:a61380d68caf46eaae51be005f15d029,180030041032,41.127326000000004,-85.102666,181050002021,4
16865,sg:3c8544da559b46a5b51de0866528e270,180973203031,39.925333,-86.069284,181050002021,4
16868,sg:351df17df8004c4da58a826daca8831f,180571108061,39.989909999999995,-85.933463,181050002021,4
16875,sg:72554aa895f84302988aa2343265552e,180973202043,39.913627000000005,-86.105976,181050002021,4
16876,sg:786dd4177e8b407e8da85a2599163f4d,180571108072,39.958621,-86.011174,181050002021,6
16878,sg:a85e00f8dd8e4988adfb6349aac6306a,180118106053,39.951910999999996,-86.262348,181050002021,4
16879,sg:3c9fa00b126b4b38a1cb25cae5f8b54d,180973811021,39.654635999999996,-86.158896,181050002021,4
16883,sg:b14c01a41e4e4d3587f00bec5553a5ec,180571108072,39.95968,-86.009878,181050002021,4
16894,sg:daca812451f94fb0b1be5477e096ecd9,180973304013,39.856993,-86.07664100000001,181050002021,4
16916,sg:217b4af447c148ed9266050d1e200b17,180571103006,40.0329,-86.170213,181050002021,4
16922,sg:91a7acd3b6bb41b5896b1c23cdbfae2f,180430703023,38.298355,-85.811238,181050002021,4
16961,sg:70018b1143a44ffa8716a5b85699da74,180190505032,38.328672,-85.766901,181050002021,4
16970,sg:d7c3e09d09e34e8d8b3707b13d1f0f2b,180030033042,41.116883,-85.128723,181050002021,4
16975,sg:73a728b035d04f42acd38d604b29ab4a,180571110081,39.977589,-86.146653,181050002021,4
16984,sg:3c5711524c56412193401f9665c555ad,180632106063,39.763045,-86.33930699999999,181050002021,4
16985,sg:85de827ad4dd4d11be51a8b3a5572881,180859621001,41.228752,-85.796418,181050002021,4
16990,sg:6ee31840a6994de29133127aa5f80910,180632106071,39.717957,-86.35526800000001,181050002021,4
17000,sg:39490fd7567f4a0faaff553e66baa423,180699617001,40.957959,-85.370974,181050002021,4
17002,sg:4dadab546a0e4b2c8bdd950494cc013f,180571108061,39.99589,-85.934609,181050002021,4
17012,sg:c218290b183049d987165424bbe4843c,180118106053,39.951613,-86.26228,181050002021,4
17016,sg:4d61e648a57440dd8ae665d2ab9b3f17,180050104001,39.25551,-85.896502,181050002021,4
17021,sg:e32cecdedb1046b1afdb7801b04d9d50,180571104031,40.002866,-86.126225,181050002021,4
17026,sg:a846d0eff6334418b24ecaf8c5a762f2,180030116042,41.031642,-85.258651,181050002021,4
17049,sg:9a0a6d8b32104f7a8a2b7eb9153f7b5d,180571108061,39.990681,-85.931896,181050002021,4
17054,sg:958f8296151b4fd79cc05485efc62e3c,180973605023,39.775542,-85.993496,181050002021,4
17059,sg:b34b1936d6bd4664a31d068cc39cb082,180890208003,41.596132,-87.499687,181050002021,4
17066,sg:b23314d021a441508dae14bb3484899f,180632106041,39.767759999999996,-86.368729,181050002021,4
17067,sg:7ebd8f9dc521421093a11fa732c1aa62,180030115011,41.061338,-85.216249,181050002021,4
17078,sg:7d233de7d33b42788a19c09e0ec41100,180973616001,39.774217,-85.99529799999999,181050002021,4
17083,sg:4b7e118c248845a2af2289ab074dc16e,180973101052,39.911224,-86.223548,181050002021,6
17086,sg:cf0ee7608f63462cbaa2ef94c10282d2,180039800021,41.131991,-85.157258,181050002021,4
17089,sg:d89077d4c7414ab6bd801ae224fd9208,180890405021,41.524303,-87.470558,181050002021,4
17091,sg:4e1a607ad68b4c2389d196b01f0c4ac4,180290804001,39.086653999999996,-84.879047,181050002021,4
17102,sg:f0f083308acb4eb5a7bcd1faf3d34e70,180050109003,39.199393,-85.945698,181050002021,4
17104,sg:041b91d086554af2bb7e0bd8dde62a0b,180973302043,39.860651000000004,-85.975504,181050002021,4
17107,sg:57eba5a2e1074fe48f4eb0f151c72c80,180050111002,39.311035,-85.964641,181050002021,4
17108,sg:37ca21a6c83a4dd2bad2a412e5c61cd4,180379533003,38.421532,-86.938388,181050002021,4
17110,sg:d617515c67cd44b18e120161249e5c90,180973810011,39.654221,-86.138756,181050002021,4
17112,sg:4e0cb313d92f449b8edc568757adc3d0,180719679013,38.957662,-85.86326600000001,181050002021,4
17120,sg:59c7141e0b9f4aa6a9319c83c358ce9f,180632106081,39.6423,-86.333274,181050002021,4
17127,sg:88674a3be72d4b5d8c836ae1c2ee37a5,180594102005,39.886474,-85.934917,181050002021,4
17133,sg:66d852fe59204bff916b68bc1eea342c,180571108072,39.957221000000004,-86.013125,181050002021,4
17136,sg:be4e4fffddad4f309b010a3afe596ede,180039800011,41.114665,-85.124162,181050002021,4
17146,sg:ce5d04636cf94f2291c1d77e355c6587,180890426091,41.473987,-87.471029,181050002021,4
17148,sg:1a015919bd234c6e81ade91227ae5757,180890427042,41.512493,-87.469099,181050002021,4
17154,sg:f0abd42740ba4c979809275892a3f53c,180890426081,41.444413,-87.470834,181050002021,4
17158,sg:668b6ad9aa2c415bab152071f7e37325,180571111025,39.937267999999996,-86.235724,181050002021,4
17162,sg:61356ddbafa14dec9c5991d65b401587,180571108042,39.958292,-85.917909,181050002021,4
17164,sg:210c072022884143bb80e81eb2fedafb,180030103061,41.227325,-85.172412,181050002021,5
17176,sg:383b2f6496db4132b278768e6422c14f,180973101052,39.911251,-86.22305300000001,181050002021,4
17186,sg:17decbcde1d44749887d36ec73ea2ae7,180030108081,41.123801,-85.027973,181050002021,4
17193,sg:f1fbb7f6d0f84511b07c2a9cd516c5f8,181019502002,38.672627,-86.91535,181050002021,4
17194,sg:918e0599b29c415c9dfcb08ebf0b9dc3,180939509004,38.860664,-86.48796,181050002021,4
17203,sg:193d0f60f24a45bbad464317069d2fc3,180632106072,39.720225,-86.354281,181050002021,4
17209,sg:3ba9f2ff600b4d088b9c4a354e5c3c6c,180816109001,39.495189,-86.064672,181050002021,5
17212,sg:7a7fabc86abb421db44478bce978986b,180973808002,39.68043,-86.129998,181050002021,4
17213,sg:02d1860015f84bde9203e516cc24ce20,180973202041,39.913882,-86.13817900000001,181050002021,4
17219,sg:d6845599e512498497288980ae7a9d83,180973203041,39.904465,-86.08281,181050002021,4
17221,sg:c27cef75c54d4efea1c836bc09e94a90,180890425053,41.468371000000005,-87.333347,181050002021,4
17224,sg:6e23322b624b44d6ab8e68398b0e0195,180973203044,39.909725,-86.100817,181050002021,4
17227,sg:719a67bf916649368a8e70e4a4e44277,180571108072,39.959035,-86.01264599999999,181050002021,4
17235,sg:05152598ef0748de942dbe8eded3a5eb,180571108081,39.959578,-85.922403,181050002021,4
17236,sg:505fabd20ffd4cf7b23aa08e874a10c9,180290803001,39.084761,-84.877889,181050002021,4
17237,sg:f2106806e938422588db0028dc733d32,180571110071,39.962604,-86.125337,181050002021,4
17248,sg:f92469cdd1bd4bf39a104adee41e0673,180118106052,39.954265,-86.265501,181050002021,5
17267,sg:183ffcfc1bbd4ed2ad09d4267ea8f60e,180571109052,39.978663,-86.128576,181050002021,4
17294,sg:f3ba59484dcb40adae125cd48be5aeb9,180632106043,39.766116,-86.35518499999999,181050002021,5
