,safegraph_place_id,poi_cbg,latitude,longitude,source_cbg,visits
68619,sg:2cf9f10177474630b38476bffda14c86,180890430023,41.418428000000006,-87.364531,181050016001,4
68626,sg:cdfca08a343c4765a803b0a2e52b0532,180973542003,39.771994,-86.153543,181050016001,5
68673,sg:4457d0e956a142d2b163f1e2c19c690e,180571110081,39.970422,-86.156025,181050016001,4
68695,sg:b8afadc516334fb9bf3f1c3af550e0f6,180632106034,39.763311,-86.40239100000001,181050016001,4
68697,sg:ca456f97d04e4201aa0ed17decd9f241,180973533002,39.789102,-86.156938,181050016001,4
68701,sg:4fcd661549a544c986adb7902f75e10f,180632106063,39.762258,-86.32736,181050016001,4
68706,sg:9e8033f49ead436b86b16449e8795f22,180632106043,39.764076,-86.356488,181050016001,4
68710,sg:0c844b6901084330a321b2a84dd74a55,180571104031,40.001616,-86.126127,181050016001,4
68742,sg:59c8d5f4fb1043aea7cc322f5a91b2da,180571108092,39.992523,-86.002353,181050016001,4
68780,sg:b1a9f19c1a454d028e945a6f3154101a,180839556004,38.662917,-87.504921,181050016001,4
68782,sg:a6691985bff746d68134c8e880fdc2e9,180973301032,39.91422,-86.061639,181050016001,4
68786,sg:461f9b885a3d4571846c49d9e7d147c4,180571108092,39.98067,-86.001549,181050016001,4
68793,sg:b64d5869401b425fb32203a5828c6a12,180890201002,41.685448,-87.505324,181050016001,4
68807,sg:48e4be58b67b405ea7ae08acc1a1fa9f,180571110082,39.968252,-86.127354,181050016001,4
68812,sg:94e46c00085940fd915cea4f7a2ddba8,180973910002,39.777406,-86.18010100000001,181050016001,4
68851,sg:003c8a5e957d4098a00b2d0e86a60845,180973202043,39.919703999999996,-86.109652,181050016001,4
68879,sg:63be874a8369456d80dc76b5eb778150,180571108072,39.957329,-86.011969,181050016001,4
68894,sg:9a2b71a09e7c4226bbf8da3597883544,180973510001,39.810759999999995,-86.157674,181050016001,4
69173,sg:975168a908b84a4cb817b3d2a3036482,40131138021,33.432164,-112.011223,181050016001,4
69176,sg:c4324bfa92a04d1a9047b992bd0c73ee,60379800281,33.946545,-118.401172,181050016001,4
69185,sg:d420d40e4bc8437081de74a9ed6af270,60019832001,37.794778,-122.278397,181050016001,4
69187,sg:8344ba08116c457686840ded1b84bf6c,60590626102,33.673709,-117.846021,181050016001,4
69190,sg:dd30c4a495e94da5bf3c881713a8d2d1,60371064061,34.318872999999996,-118.46388600000002,181050016001,4
69194,sg:8bd3866f42e24843b2ad2462e21a2678,60599800001,33.811766999999996,-117.920046,181050016001,4
69198,sg:eea5fd94e5a54e7fa331148e65225899,61110069001,34.180095,-118.879074,181050016001,4
69203,sg:212a5c0f5c364310a0d066eb5d4e6904,60590626262,33.650816999999996,-117.83911100000002,181050016001,4
69215,sg:e093374c3a4d4b589605245e0c3b825d,60590320141,33.617153,-117.7025,181050016001,5
69218,sg:51e380c3eb464c1ca41597030921a59b,60133382011,37.938474,-122.02626699999999,181050016001,4
69222,sg:862b4b10460f43d09ae6963f5b2c057d,60590525212,33.68358,-117.810791,181050016001,4
69226,sg:6013d61ceb1942c6a044ea66bb36da77,60730056002,32.731131,-117.14950800000001,181050016001,4
69227,sg:1426d57a77994485bc4c707a112b8be8,80319800001,39.853691999999995,-104.673632,181050016001,4
69229,sg:edaac6d8962e4331a36eeb7df58ccbaa,80370007011,39.60516,-106.36196499999998,181050016001,4
69234,sg:ae7361c309f9484ab54794d5bb0490a9,80310030012,39.688653,-104.980681,181050016001,4
69250,sg:17171f24255b4c869a85ca814c2d16a7,120110802001,26.072073,-80.149111,181050016001,6
69254,sg:11c6572739d24456a01affe2b4a7dc1f,120110802001,26.072907,-80.143385,181050016001,4
69255,sg:056ae699cec14a6796ae68bba2078a67,120950171032,28.386613,-81.555611,181050016001,4
69256,sg:8f0334280100413e9fba82c2ca3f5075,120310103011,30.490144,-81.683859,181050016001,4
69257,sg:a2028bb1e5cb4ee0badfb45b7ddcdc81,120110421002,26.120704,-80.104515,181050016001,4
69260,sg:202aebaec12c41e7aa5073846b6e61bd,120950160012,28.603648,-81.350502,181050016001,4
69273,sg:79d0e05df605454dbe8ced619ba59367,120950171032,28.357684999999996,-81.558337,181050016001,4
69279,sg:28affe2cd8dc4786ad75e674ff025a47,120950155013,28.617779,-81.365818,181050016001,4
69300,sg:04db88e89ea443ef86dd3721d40f8954,120310144102,30.287177000000003,-81.448006,181050016001,4
69303,sg:704245ed20944fe7bb4c90ea608e0139,120030401022,30.262002000000003,-82.123551,181050016001,4
69307,sg:030096d0805747f093e3707592d8d45a,120860074002,25.731482,-80.26009300000001,181050016001,4
69320,sg:4d8d760128224ec2bcf9402b864cd3d0,120310103011,30.491428999999997,-81.683989,181050016001,4
69324,sg:09efa5e5ba7f4ddabb098bba557607ec,120310174002,30.320863,-81.640846,181050016001,4
69332,sg:ac0431706e58476a896d25e416204a14,131350502171,33.987757,-84.088179,181050016001,4
69333,sg:df75abb2a10d4225b080d6953ae003ec,131510704042,33.349333,-84.121926,181050016001,5
69335,sg:d0adfd0d77ac496691ef55ef0aa6e069,130670312082,33.865662,-84.481016,181050016001,4
69336,sg:27eadfc6a2bb4138871c34b7f651bdfa,131210096023,33.846136,-84.360376,181050016001,6
69337,sg:f760a6afcfc64eb3a6cf662ab8d596d0,130210134103,32.880446,-83.76451,181050016001,4
69350,sg:87441fbb4b6a4d7aaec3ed7eb83a72de,170319800001,41.979265999999996,-87.909937,181050016001,5
69353,sg:f8046ef35f834e5cadd598d292dbe23c,170318088001,42.066842,-87.692449,181050016001,4
69355,sg:0f72fe86b8ea466193318bea9e4e4a48,170312429001,41.894566999999995,-87.68401800000001,181050016001,4
69356,sg:78911fc001804d0d9fe6c09d55feb051,170310406003,41.968078000000006,-87.687823,181050016001,4
69366,sg:007e1d8cc1304878bdc59b6e0f21dab0,170310814031,41.891449,-87.618923,181050016001,4
69370,sg:960587b636064ed3a398fc7526e8243d,170438419023,41.868888,-88.097932,181050016001,6
69426,sg:8f3b7cdcf7f54201b00c15d899935ca1,170318015001,42.150545,-87.83839300000001,181050016001,4
69428,sg:0a48eec22d6e4760ba67f6c8f7d2849f,171978803092,41.709334000000005,-88.203274,181050016001,4
69435,sg:69c83d1cf45d47439ad6047d06a5e898,170318059021,42.039665,-87.839968,181050016001,4
69446,sg:dc8f8450e2234e31843175f9c27030a6,170438458021,41.749846000000005,-87.99866999999999,181050016001,4
69453,sg:5ff60be577914806babdae1dd6c74e6e,170438465192,41.757101,-88.203428,181050016001,4
69461,sg:dd8f76853f804ab48fdf20ea5aae63a3,170318060042,42.041000000000004,-87.843874,181050016001,4
69466,sg:9c1a3587c81a49f780dea21f08d23c45,170978638011,42.256203,-87.94664399999999,181050016001,4
69473,sg:2a7a026bc92343e89d51cca931e2192d,170770112004,37.719144,-89.206351,181050016001,4
69484,sg:1041cadcbaba4d798208de1874187bde,180973202042,39.926124,-86.092455,181050016001,4
69502,sg:f7c955a983414799a27dadfd4e27a370,180890426052,41.439452,-87.467224,181050016001,4
69508,sg:5f38c513370546c58167ae641315a778,180571111025,39.936536,-86.231999,181050016001,7
69523,sg:6257b3c7d9274fbaa3121902d3203b76,180973401102,39.821264,-86.279344,181050016001,4
69611,sg:300b806766234e2591c2a665da646f98,180973220003,39.833013,-86.169651,181050016001,4
69646,sg:81a84110486d40d8b4b4ccff0821e2e7,180571108092,39.979456,-85.999847,181050016001,4
69659,sg:4ec81cfdcc8f43dfa6beb3cc41a796b7,180571109071,39.978972999999996,-86.071221,181050016001,4
69662,sg:705001b8249a433b8f01ce0e0c629333,180950105004,40.239585,-85.66788199999999,181050016001,4
69711,sg:e42cd356abc9495eb5d433c8c2c27341,180973103091,39.860857,-86.242912,181050016001,4
69717,sg:2a998067dc2240598cb3aad8fb9903bd,180890427033,41.493002000000004,-87.472925,181050016001,4
69721,sg:ccf26e4e20aa4d44aabc4a601f939aec,180973101041,39.912262,-86.21898900000001,181050016001,4
69757,sg:7cb3dde9adf7459bb51879a456884ef4,180859621001,41.234305,-85.807982,181050016001,4
69763,sg:07bcdb2312e843188ea6fe920584b383,180571104031,40.004769,-86.126351,181050016001,4
69776,sg:d01f8b15bd004aa8b68e762d07f16c4a,180973535002,39.781096999999995,-86.174773,181050016001,4
69786,sg:7fb9aff5e26b4e68b37dcc69c3fb72ec,180890430023,41.417695,-87.365709,181050016001,4
69803,sg:220c5ba360ab4752b8a62346de0fcac9,180571104031,40.002759999999995,-86.124055,181050016001,4
69819,sg:ebebe9b917e647389f44f3ac95ae8329,180990203023,41.216159999999995,-86.423463,181050016001,4
69824,sg:2eb9a211562048c4bf1be2a88f38e6a9,180973801003,39.664278,-86.185776,181050016001,5
69831,sg:7f43bdf19a92430b8677972f230fadb7,180973201072,39.919259000000004,-86.158672,181050016001,4
69877,sg:0c320ac4a80448878307633b2a067e21,180571104031,40.004334,-86.125068,181050016001,9
69885,sg:0bfa9cfc94c9458e8937159c487f0d4f,180571108123,39.958,-86.03764,181050016001,4
69893,sg:4593bb49652043d792434b1573367153,180973101043,39.913559,-86.20484,181050016001,4
69897,sg:6e3eb2ff60794ddc89e600505e729fd1,180973202043,39.913585,-86.109706,181050016001,5
69900,sg:d0a29d8df20948a195c6201f48492e28,180973201091,39.910764,-86.182148,181050016001,4
69914,sg:5382410742bc4613b88f22225807cccc,180890426052,41.440123,-87.467325,181050016001,4
69916,sg:5e5f67a527e545789ca86ac89a216eb8,180950018002,40.059501000000004,-85.716258,181050016001,4
69926,sg:17c1fd4da6594d12afeec24edf8dc6c7,180973301093,39.925653000000004,-86.020375,181050016001,4
69962,sg:c30dba5f7ca347c28dfb438d58859506,180973101042,39.91298,-86.264983,181050016001,4
69981,sg:0916c88bc3ae48858af94b92e457fdaf,180350009042,40.217295,-85.440733,181050016001,4
69983,sg:8f2e4125d6e242498183504e02e0768c,180973419033,39.762244,-86.263116,181050016001,4
69990,sg:a0513d8695a64c82aa40e9faf03ef202,180039800021,41.126245000000004,-85.158854,181050016001,4
69992,sg:0522111ef63246df991508f251a77280,180950020002,40.071412,-85.649788,181050016001,4
69996,sg:2d737a4a09c44c7e8fa8a85ba597ec43,180973301061,39.900053,-86.047563,181050016001,5
70017,sg:2569d37b287c442eb033f93d8910d338,180973507002,39.814432000000004,-86.114572,181050016001,4
70276,sg:e09e5b9a1e924fcd8068cad32d817d25,60590320223,33.55406,-117.664993,181050016001,4
70277,sg:2830f5e5b82245b0ba8f3e745af24f2c,60379800281,33.942454,-118.406351,181050016001,4
70282,sg:b0f690fca7f442508766e16452bf8a47,60590524111,33.620551,-117.70116599999999,181050016001,4
70295,sg:1fe48ca2aec24d59a867d8a5e37c8341,61110074022,34.158134000000004,-118.82280800000001,181050016001,4
70296,sg:23cb9ec970ac4159839c44a1b645de40,60371351142,34.184556,-118.60463200000001,181050016001,6
70300,sg:012fc4b1229c481aaf35c6e05f88582e,60770036013,37.996814,-121.231835,181050016001,4
70306,sg:9400e5f03cdc46a193f25fcd5a1d12f7,61110059071,34.152008,-118.825204,181050016001,4
70308,sg:c0e849203a0e405bba3bc2a76db1bda8,60371397013,34.158834999999996,-118.501384,181050016001,4
70314,sg:00971a2f15474e68a1836726e43de56b,81170004014,39.480298,-106.046324,181050016001,4
70317,sg:3d2dbee974ac40ebbc1646dbe526fcb1,81170004014,39.474937,-106.08153999999999,181050016001,4
70338,sg:d08979e46b7e435a8a3e971d05991e34,121030202011,27.729494,-82.659712,181050016001,4
70340,sg:96aebe366f7b43d3973015bb118bbdab,121030245091,27.911132000000002,-82.688321,181050016001,5
70348,sg:fde307a11aea42a2abee73abd3c0621d,120950168021,28.427528000000002,-81.311544,181050016001,4
70349,sg:5ae40d0e32154c089319978b5b3ee820,120310174002,30.32395,-81.637271,181050016001,7
70350,sg:22564d883a2a4d76b60fe56c999ed05a,120719800001,26.533559999999998,-81.757824,181050016001,4
70353,sg:3c47e6dac35b411c81a13ea93d51c8be,120110402041,26.208262,-80.106981,181050016001,4
70357,sg:6d4fc625d5a643f3ab0aedb3dec7c2d5,120990058121,26.540175,-80.091243,181050016001,4
70366,sg:e2af1f4bce3a4eca9d9b0c17df5a6bd1,120950171031,28.372632,-81.51077099999999,181050016001,4
70377,sg:1f352167cbe24ba3b2221f2633a769b1,120190307023,30.098171999999998,-81.713725,181050016001,4
70380,sg:6038d1c27d1d4f62b12f25c0a342e544,120950159011,28.599357,-81.35679300000001,181050016001,4
70386,sg:08fb237c578f4eb7b5b8835e5a5afe14,120950168021,28.431162,-81.308073,181050016001,4
70390,sg:72a03d3b4e86481a892a74539a200125,120910233041,30.389508000000003,-86.427071,181050016001,5
70391,sg:e6efdef962884e46b5fcb8e44902b24a,120950163011,28.601135,-81.32613,181050016001,4
70393,sg:7104b82ad8bb4f649a6630ef13d9cd22,120990062031,26.513578000000003,-80.06055,181050016001,4
70401,sg:5b15978a5f8f4c678e0b2577865956c3,120310166011,30.222192,-81.591656,181050016001,4
70403,sg:1bc5c2f0ccc9455794b4acef2ee30183,120910233071,30.390806,-86.486237,181050016001,4
70405,sg:207a2d42c1e5412d91f191fa0b0f5508,120890501013,30.657501,-81.453025,181050016001,4
70420,sg:fd68152d5503454da8d273a13afff10e,120990070083,26.387960999999997,-80.124344,181050016001,4
70421,sg:20d6c31053ef416e87c945b1092a2250,131210116261,34.06668,-84.171304,181050016001,4
70426,sg:b3fc0a1b8ce54826ade2435e44867278,130639800001,33.638894,-84.42744300000001,181050016001,9
70428,sg:edc4fadf6c7b4585b04ba3dea0533fdb,130670303342,33.964211999999996,-84.42368499999999,181050016001,4
70433,sg:1b5a324ead224d649ef6ce06359646b9,131210101103,33.918387,-84.37754100000001,181050016001,4
70434,sg:539f2bddf94a408f826db83516fe2f8a,130210134103,32.882443,-83.76684300000001,181050016001,4
70444,sg:8d92c448ffcc4c5cb5ea8792123c2f6a,170318046031,42.064678,-88.056865,181050016001,4
70449,sg:06954968d7be4df58c3fafd8211ca297,170319801001,41.788441999999996,-87.749994,181050016001,4
70472,sg:13a9e240113b46269e066d185313d099,170318331001,41.878648999999996,-87.647613,181050016001,4
70476,sg:f5ff925abee3428683eca1b1a56df5e7,170978649041,42.16706,-87.848747,181050016001,4
70480,sg:c29ffa9678bd49e69f7203864645ce92,170438410042,41.983067999999996,-88.077209,181050016001,4
70482,sg:53579769fe274be684446c337c9baa3f,170898501051,42.150134,-88.336536,181050016001,4
70490,sg:a2cc1da8c6d04ad2834b171f642dc67a,170898528071,41.813014,-88.349285,181050016001,4
70504,sg:eb93a368e7604f9c9b6dd2bd571a765d,170438410042,41.983377000000004,-88.0739,181050016001,4
70506,sg:7b41307b81ea457e98f7f17262a8c69d,170310815003,41.889894,-87.624836,181050016001,4
70513,sg:0a5b7c0286044b9d835d04701b3d2ef3,171130054004,40.392674,-88.87241800000001,181050016001,4
70516,sg:53742311dc614737bad492cd0c0b4cf5,170438446011,41.849878000000004,-87.952907,181050016001,4
70551,sg:f94c86b5571e4caa8a33c4cdae1ad408,170319800001,41.97661,-87.905234,181050016001,4
70560,sg:b6c35a976b4b42feae847618bca7e164,180890211004,41.576454999999996,-87.456451,181050016001,4
70568,sg:0334cfe9a75848e1a8add51db3353a40,180039800021,41.124697,-85.15396,181050016001,4
70578,sg:c020fdfb182a4b069309c4c00c28ebd3,180973803005,39.710184000000005,-86.134734,181050016001,4
70588,sg:36545d16b65b47c6b9965584570562b3,180973564003,39.76555,-86.188546,181050016001,4
70612,sg:13b08154d00e4d15856c0c74af7c4b5e,180890405021,41.523793,-87.467712,181050016001,6
70619,sg:694663eb21394843a0ed0fde0f894582,180973910003,39.764215,-86.15547,181050016001,4
70629,sg:71c028b8b9cf4ef9982009133fe33a38,180571111021,39.9277,-86.113504,181050016001,4
70640,sg:94e7be8f4fb64170b8737b7ff5ef8ef4,180459576002,40.278625,-87.243075,181050016001,4
70675,sg:72511d42fcb7477b9ddaa70e2fe952a4,180890211004,41.57441,-87.45579000000001,181050016001,4
70776,sg:4fd32febb39045b88397ee4e972b1f93,180210401006,39.519599,-87.14098800000001,181050016001,4
70788,sg:7bf65744cd444138941cc1bd597b2539,180571108071,39.956259,-86.00459599999999,181050016001,4
70790,sg:edb203150f5b46cc9621fe4180d5f151,180890430023,41.418403000000005,-87.363957,181050016001,4
70822,sg:c62e0cf1592a4e7bacba443919968b29,180973901021,39.700144,-86.08184399999999,181050016001,4
70844,sg:f601225bc155429f87a34bdd1f76947c,180030033042,41.116716,-85.14279,181050016001,4
70849,sg:8f859875ef76449fb8b4060778592424,180973910003,39.769651,-86.15487900000001,181050016001,4
70861,sg:446ce0247e35472ca1e2471769fed746,180430711031,38.314953,-85.897092,181050016001,5
70863,sg:998590eb0c664032aa2cf67e97c903bc,180973201072,39.924888,-86.158495,181050016001,4
70872,sg:65c522bd059842168cd374d2987d573d,180890423003,41.506629,-87.317224,181050016001,4
70880,sg:e394929449e14ad9af8a7b65fa41c9cd,180459577003,40.292978999999995,-87.25210200000001,181050016001,4
70887,sg:62f767b8a98f4a1f949fb0a37d909011,180939509002,38.867184,-86.518956,181050016001,4
70889,sg:feb3eea2811c477fac488b901c03d011,180950014001,40.147501,-85.676113,181050016001,4
70895,sg:7992e7a89f8e4974a9ffd25053ab247a,180890426052,41.4466,-87.469674,181050016001,4
70899,sg:317aac1dbcee41f1b3897ef5e79c982a,180571110061,39.956077,-86.11576,181050016001,4
70907,sg:4fd0b963d0bf420493c831f481e522fe,180973542003,39.773457,-86.152172,181050016001,4
70929,sg:c2f1db69df024edba82a913f80eaa6ba,180973535002,39.781538,-86.170502,181050016001,4
70942,sg:cd15465636d649f3a8737b83987ddf40,180973906001,39.854805999999996,-86.009536,181050016001,4
70952,sg:65984696af614b74877d71eb34c0bba9,180973203041,39.907287,-86.097799,181050016001,4
70954,sg:0b50bf792e1a42579eea26c452d02d21,180910416002,41.691957,-86.80380600000001,181050016001,4
70964,sg:d0bf3158e36b46db8bf0a9417a12ba64,180950014001,40.149563,-85.67056099999999,181050016001,4
70974,sg:ae6a7da40ecd408d884de4d5640ab1bf,180890405021,41.524521,-87.467956,181050016001,4
70983,sg:c5bfb3784b254efe82e0db7cb8c13be3,180571108103,39.955542,-86.01996700000001,181050016001,4
70990,sg:4074c5f8316249619849cc2a95f60a26,180571110071,39.958711,-86.126426,181050016001,4
71002,sg:79c6831aeadb4f77bd6d00b3157607a9,180939509002,38.865153,-86.518468,181050016001,4
71008,sg:69a88fe61b2e4d719daf577485a1b214,180571108101,39.928656,-86.02136800000001,181050016001,4
71013,sg:3810220be692496e9d3b7b072aae3d00,180973202022,39.909424,-86.107182,181050016001,4
71018,sg:039660b34c4a4c57a9c9d5bc486a2c53,180330205004,41.36549,-85.072907,181050016001,4
71019,sg:acab2fa32c40440e8e9485bb0641e0df,180571108061,39.992275,-85.93023199999999,181050016001,5
71021,sg:0b55912b0c1e45e98ea61ab1b350e376,180910414003,41.678984,-86.898149,181050016001,4
71041,sg:ad833e120b074fea90c2b65d0d2f7b21,180499531003,41.052445,-86.22095999999999,181050016001,4
71042,sg:cd4c247f598e4e27a0415778494094d1,180973801003,39.665062,-86.182627,181050016001,6
71073,sg:f2b49595a60e46029c879e2697c712ec,180571108092,39.981321,-86.002739,181050016001,4
71082,sg:2f405366e8a9454aa33a104abd051dda,180890429021,41.426414,-87.492566,181050016001,4
71109,sg:98ccf65760554673b43deafef083edb5,180571108092,39.992236,-86.004762,181050016001,4
71117,sg:c5ade7c4efd24287a57949622721f423,180973616001,39.772859000000004,-85.99117199999999,181050016001,4
71119,sg:9b61c72f830f420ba80a7ba953af40fa,180910414002,41.667215999999996,-86.888061,181050016001,4
71126,sg:6bf8ef0b5e6141099a7a9d20ba2ad706,180279548004,38.651882,-87.171763,181050016001,4
71130,sg:43539c6de78540eb8265d4755fc97b4c,180050109003,39.195921999999996,-85.949894,181050016001,4
71371,sg:0b2e9280292b4552b8e859737f4fe2f4,150010215071,19.734909,-156.035504,181050016002,4
71387,sg:25974115769e45d4b9dc10ebf72b784f,60372623021,34.077108,-118.47464699999999,181050016002,4
71392,sg:06f88bdba9004f8eac2d2f20dc03bbcc,60377019022,34.015954,-118.49697900000001,181050016002,4
71396,sg:5bc6d27d6a264aac849fa6126679602f,60371431003,34.150232,-118.36549199999999,181050016002,4
71405,sg:82caaa0064264c1e85f7edd18c11ba71,60371944023,34.083507,-118.36981899999999,181050016002,4
71406,sg:405d982badb14c499fc3389e3ecb048c,60730079071,32.798519,-117.245057,181050016002,4
71408,sg:df01efb2864a47329371f9dc37e85d54,60371910001,34.101822,-118.32502099999999,181050016002,4
71410,sg:cc08041d1ddf445099aaf796f80d9abc,60855087042,37.387283000000004,-121.996521,181050016002,4
71413,sg:20afca22dd924719a05d1a5ce9ee745a,60373023012,34.143956,-118.256454,181050016002,4
71415,sg:c5ee068f3f8346109f7a7d95a6109b51,60377019022,34.015706,-118.496179,181050016002,4
71421,sg:50dcd05f4256448f9b94eef597e3325b,60371899041,34.098552000000005,-118.34500700000001,181050016002,4
71424,sg:a3e253b9ab854ba9bd634a0a68cd7489,60014031001,37.801783,-122.27401699999999,181050016002,4
71442,sg:20e42db53a564a429788be2767a0d317,80050049522,39.699067,-104.93910100000001,181050016002,4
71457,sg:da0c3e46bb3249c2a0b2b8239bb14d38,120310159231,30.286203000000004,-81.566236,181050016002,4
71462,sg:00b7f4d8176e4bcca56199a2804cd2de,120710401162,26.561708000000003,-81.743004,181050016002,4
71469,sg:15d662fba91641eebb3614c0df6a1ccd,120950171032,28.3748,-81.54939,181050016002,4
71480,sg:efa667e748124dae82c6d5fb3e446984,120174517001,28.799682,-82.587785,181050016002,4
71489,sg:e0f4271e739548f594a89f6cedb3a250,120310159231,30.286391,-81.56348,181050016002,4
71494,sg:2cdb515336b347ff96b7888df199ec3f,120970408031,28.330586,-81.53367800000001,181050016002,4
71503,sg:d01e1dc659f84ddfb979fa2d7e9fcb4d,120970408021,28.345051,-81.612686,181050016002,4
71531,sg:4a116f36de404c33aef501d4417e0133,120174517001,28.800129,-82.58306,181050016002,4
71539,sg:ed48d7ea70da443b8cc419eeeaa4282b,130670302291,34.008134999999996,-84.571659,181050016002,4
71551,sg:097203de179d44c99a28febd0b987b3b,131210013001,33.772278,-84.36625500000001,181050016002,4
71555,sg:de7fb83542b7407fb4fd58a367d89a03,130890217051,33.88433,-84.248303,181050016002,4
71558,sg:fa5f45efc5bf49b8a6a89332340e5dfe,130890222031,33.791318,-84.275513,181050016002,4
71573,sg:ab7ed0804f10443a83f578e4f8ff6d9d,170319800001,41.975770000000004,-87.891601,181050016002,4
71582,sg:963fd99d53f14c8a8a6a8b72b26c3402,170318391001,41.884009000000006,-87.630137,181050016002,4
71592,sg:ecbecd53225f4fafb54575e9138f3c2e,170318188005,41.828399,-87.850922,181050016002,4
71656,sg:bea1f35bd7794468a0a0abb2e310da2f,170318042012,42.075375,-88.185829,181050016002,4
71657,sg:aa57b2d6ccf347ac9e1aaf09fc79a624,170438447012,41.81092,-87.986896,181050016002,4
71688,sg:4f23dc9f527341bc8138350eb497ea7b,170438447012,41.810109999999995,-87.987476,181050016002,4
71762,sg:50d1b23dc8b14954a255c6a4bf1f2af9,180973910002,39.777588,-86.184365,181050016002,4
71806,sg:78e3c4d2658a4cee867ffe8b4141e4ef,180973213002,39.863473,-86.12281800000001,181050016002,4
71868,sg:0cb68ad1d892416594038150d633a4ed,180973542003,39.773756,-86.150307,181050016002,4
71873,sg:ac7c3194f0fd416093346bbcd6422d16,180390021023,41.659298,-85.94788299999999,181050016002,4
71874,sg:eaee0483de84466787abe0fc1e5088ca,180973201062,39.913144,-86.18085500000001,181050016002,4
71898,sg:73ca546e34784210a06b99ac6849b3b6,180390020004,41.616517,-85.89210600000001,181050016002,4
71930,sg:4782484816b248d2afdb9b0feddc1da2,180973212001,39.870366,-86.144537,181050016002,4
71988,sg:1abcc3774c77475ba8ffe2d9ef21526e,180973101042,39.914181,-86.224563,181050016002,4
72017,sg:92a1baedd6e64992b59916e0c9dd58e1,180973213002,39.868272,-86.124134,181050016002,4
72020,sg:59c7141e0b9f4aa6a9319c83c358ce9f,180632106081,39.6423,-86.333274,181050016002,4
72047,sg:293ff536136946baaa9288f571e18225,180571109061,39.997594,-86.13032700000001,181050016002,4
72053,sg:42ccef0b12b64816a795fe4a810fcbaf,180390019021,41.674548,-85.88868599999999,181050016002,4
72065,sg:1ce95de54f0d4c48813987eb4b2f75c2,180118107005,39.947782000000004,-86.356998,181050016002,4
72067,sg:9ec81bbe4c054befa0ad6d7c104c6cc0,180973564003,39.767703000000004,-86.18581800000001,181050016002,4
72074,sg:91f6603ee5b84c04893f2b02f7e92544,180118106033,39.95193,-86.342485,181050016002,4
72078,sg:be44b68bcb04483697d2b3e5a6d2df47,180973703011,39.676681,-86.310824,181050016002,4
72119,sg:d6845599e512498497288980ae7a9d83,180973203041,39.904465,-86.08281,181050016002,4
72133,sg:d1b8833bf87149c1af6dd971ae0b5008,180973605013,39.774162,-85.963709,181050016002,4
72137,sg:f2106806e938422588db0028dc733d32,180571110071,39.962604,-86.125337,181050016002,4
72161,sg:cab3e04362fa45a6ad5073d4c9934c07,180571104032,40.02966,-86.138983,181050016002,4
72179,sg:3ec55a2b6fa949828df64b9c4248d59c,180973910003,39.765175,-86.157659,181050016002,4
72227,sg:8d640b4ccea940acacd946956aad71ab,180050101004,39.201927000000005,-85.921764,181050016002,4
72475,sg:1658d2dcae1e4821bd8e8e4b5e9b0a47,150010216015,19.785469,-155.958058,181050016002,4
72476,sg:ff16fd1565a64f4f9801d44aafdccedb,150010217041,19.914133,-155.87956200000002,181050016002,4
72486,sg:24a8c5bc14a9454ca786dbec381919c9,150010203001,19.719160000000002,-155.10962,181050016002,4
72491,sg:c20623a82fe14d069d4fff0239cc8211,60819843001,37.623455,-122.383604,181050016002,4
72498,sg:5fc1c9452adc499b9410a18be525dc21,60371134012,34.232488000000004,-118.566597,181050016002,4
72501,sg:8780671c89f94fe3b1be84826ecdf853,60371439012,34.143738,-118.400318,181050016002,4
72514,sg:de14685dc06d4cf183e91508928abb49,60371352011,34.187272,-118.623801,181050016002,4
72518,sg:c9750645ccc84f6fb8832e7a385cb761,60371413023,34.152474,-118.46100700000001,181050016002,4
72522,sg:eec9c174dc034b72b18e95737c6a98dc,60379800281,33.940858,-118.404222,181050016002,4
72547,sg:0a95966221634338ad77e6e4cdd05c16,120869805001,25.803607,-80.288163,181050016002,4
72558,sg:5a67432b337e490f9db7e8226b64401f,120310141022,30.288811,-81.38901800000001,181050016002,4
72578,sg:24485d8d990c417f818aa8ae553f120a,120879725001,24.561514000000003,-81.800001,181050016002,4
72579,sg:46912a95c6604ee08a8a5f907795a753,121010311011,28.358372999999997,-82.697078,181050016002,4
72586,sg:ef1e5b1b21e54f5385dec0e57b257348,120110419002,26.119478,-80.13451500000001,181050016002,4
72606,sg:762873b743d04178bd4947ce5c56a5a8,120860044034,25.777874,-80.133064,181050016002,4
72623,sg:6c628f47d980499bb504a34ad3d31f7b,131210013001,33.772958,-84.365398,181050016002,4
72634,sg:a44c5226c453441483aecdcfb6bb3624,131210005001,33.792706,-84.394586,181050016002,4
72640,sg:10a9eccac0634112a9a60dd145cf6931,132070502001,33.028303,-83.912305,181050016002,4
72645,sg:6acfe45c0aa0470ba70709d6ea620563,170313201001,41.882215,-87.626695,181050016002,4
72665,sg:4943a5868f404d9999401e605e517b4b,170318016081,42.107848,-87.803074,181050016002,4
72683,sg:32dc3505b40b4f138f0ed2f4003bc349,170318419002,41.871209,-87.63866800000001,181050016002,5
72691,sg:1fe3f2b7401d47b3a10e4cccff34d621,170310815002,41.893433,-87.625801,181050016002,4
72707,sg:8659532b14b54f15973f00208c56d4bb,170438444021,41.847004,-87.973881,181050016002,7
